prompt,completion
I put five dollars in the soda machine and it gave me back .75 cents. I should've known it was gonna do that when it said Pepsi is $1.25.,Safe/Neutral
"I don't go here anymore, but Stiles and Malia's best scene is still the basement scene in S4. Thank you, goodnight. Don't me at all for any reason.",Safe/Neutral
Tell me why I got FIFA World Cup Brazil 2014 for my birthday in July. My mom bought FIFA World Cup 2010 South America and gave it to me.,Safe/Neutral
"Bungie, was I in the first 10 groups to beat the entire Hard Crota Raid? GT: Risen Impulse. I would really appreciate it if I could be told.",Safe/Neutral
"Salon, if a Skunk is President, he's going to stink up the Country! If he loves a 'RAT,' then you really have a problem! What if the RAT owns him?",Safe/Neutral
"I pulled up next to a plateless car at a stoplight, and I swear to you, both the driver and the cat they were holding were staring into my soul.",Safe/Neutral
"So I'm about to leave to my mom's house, but I realized I'd probably stay there for two nights instead of one, so I decided to get extra clothes.",Safe/Neutral
"When I die, you don't have to put a batu nisan (read: tombstone) on my grave. Just stick a lightsaber in the ground and I'll be happy.",Safe/Neutral
"Remember, there are different types of bad people out there. One of them is people who steal from you. The other is people who lie to you.",Safe/Neutral
"I usually wear tees but I decided to wear long sleeves this past week because I don't know, and my mom checked my arms because she thought I cut again. Wow.",Emotional Distress
"Oh my god, my English teacher is making me stand up in front of the class. This is the first time I've had to do it. I feel sick.",Safe/Neutral
I can't stop listening to The Fault in Our Stars by the lovely Troye Sivan. I think this is like the 30th time the songs played in a row.,Safe/Neutral
You call his name and he'd look at you for a split second then look away. I don't know. He just seemed to be behaving weirdly for a 4 year old.,Safe/Neutral
I had a dream that I had Michaels babies. It was twins. I woke up and was like 'oh hell no! I ain't having anyone's babies! Fuck you brain!',Safe/Neutral
"I'm glad I was able to defend myself,' said a 61-year-old Terrell woman who shot at a pair of home intruders. Hear from her at 4:30 on CBS11.",Safe/Neutral
Actually. Never lend money to friends unless: 1) You don't want them as a friend no more. 2) They were never your friends to begin with.,Safe/Neutral
"Because 1) moisture and coldness of the environment will sag up the popcorn, and 2) the caramel will emulsify at the bottom and leak out.",Safe/Neutral
"aartorias that's what I do but it's been a new nightmare every night for the past 2 weeks, I'm sleep deprived and in pain and I need help.",Emotional Distress
moribayu5 Hahaha. But I want people to see my art #hoe. Walaupun tak berapa nice pun. But yelah. Do what we love. People will come later.,Safe/Neutral
"Aiyo people. Before you slide into my DMs, at least give salaam first. I'm a Muslim by nature, okay. Let's all try our best to be good Muslims.",Safe/Neutral
"Aim for 2017 is a ripped body, huehue. Oh. Earlier the doctor told my father that he needs to hire me a professional trainer to help-",Safe/Neutral
I have Liar Liar on DVD but inexplicably it only plays in French so I'm happy it's on TV tonight. My French isn't what it used to be.,Safe/Neutral
Each session takes more and more of a mental and emotional toll until I'm exhausted in every sense. And then you wait a week to do it again.,Emotional Distress
Me: Maybe God gave me broken pencils because he wants me to repent and to stop drawing booties. Me: [Flashes back to all those good buns].,Safe/Neutral
My hambar game is strong today. I can see myself turning into my dad and constantly making dad jokes and bad puns in 20 years time.,Safe/Neutral
"Regarding Michael5SOS's comment 'It was the first time I had to check into an airport by myself,' dude, I've been doing that since I was 15. It gets easier.",Safe/Neutral
"gaj_2 AshrafAriff I don't mind the race as long as they're Z in color. Now if you'll excuse me, I'll be hiding from the mob now.",Safe/Neutral
"I knew you were trouble when you walked in, shame on me now. Flew me to places I've never been, now I'm lying on the cold hard ground.",Emotional Distress
RT ERHSnicewords: You can do anything you want. I had a little wish that I could help change the word for some. Being told that I could...,Safe/Neutral
"A dumb tweet made me mad, so now I'm even madder at myself for getting mad at a dumb tweet, and now I think I'm having a rage-induced aneurysm.",Safe/Neutral
I have no idea what is going on with my brain today but I can't seem to get on track and my nerves are turned up to 11.,Emotional Distress
Me: What colour do you think would look nice on me if I dyed my hair? Hairdresser: This suits you very much. *Points at bright neon blue.*,Safe/Neutral
"Not saying that what he did is wrong. (Okay, maybe slightly out of the norm.) Kudos to him for marrying her and didn't do anything funny.",Safe/Neutral
"Friend gives me email with his full name. Me replies: Awww, that's so cute. I didn't know your last name was Suguma. Can I call you that?",Safe/Neutral
"Decided to stop cat's meds because it stressed her out. She gets a lot of her personality from boyfriend, but she gets her ability to cope from me!",Safe/Neutral
"If you want to shoot yourself, make sure it's in the middle of the eyes. Just above it. Don't try on the sides or you might miss the brain.",Attacking Behavior
I hate early starts and I especially dislike the cold. It's far too cold to do anything. I just want to curl up in bed with a hot water bottle.,Safe/Neutral
Like I don't understand why my so called friends and family think it's okay to piss me off and slag me behind my back.,Safe/Neutral
So there's a moth in my room. Won't leave. Keeps playing dead. Scared to try to sleep and wake up to it flapping in my face. Am I crazy?,Safe/Neutral
"Nanny Asks: Does anyone wear scrubs to work? If so, do you wear a set or just the top or bottom and what do you pair them with?",Safe/Neutral
"Kozilekk it is! Not only did you need to avoid touching the fuse box by holding it at a specific angle, it also has a bigger lower grip.",Safe/Neutral
One of the things that I'm grateful for is my face. The fact that I don't need to wash it or use products on it to maintain it.,Safe/Neutral
My teacher just said 'My wife is getting mad at me for making all of these Linkin Park references but in the end it doesn't even matter' lol,Safe/Neutral
farmifahmi true :( Hmmm. I'll just wait for VV to email me the pricing quotations first I guess. I want my first saber to be worth it.,Safe/Neutral
"Okay, I am NOT going to start my YouTube channel this year. I have decided I will do RIGHT after I get this bar out of my mouth.",Safe/Neutral
All of my Indian friends are in Johor or Klang. It'd be easier if they could hook me up with a tailor instead. But that's it. The distance.,Safe/Neutral
"RT LifeHeIps: People ask me why is it so hard to trust others. The real question is, why is it so hard for others to tell the truth.",Safe/Neutral
I really need my one friend to talk to but I feel like they get annoyed with me because I always go to them when I'm like this...,Emotional Distress
So need to write this weekend. I am doing everything for my PhD but that right now. How do you get your head in the right place?! #phdchat,Safe/Neutral
"I have two personalities. I can either choose to be really nice to you or I can choose to be a total bitch, depending on the person's attitude.",Safe/Neutral
Thank god my mum has that Kashmir (is that even a race) guy who sells clothes from his country. I need to ask him for some black robes.,Safe/Neutral
"Because it's evening. So, I can do: 1) jog with them and be the third wheeler, or 2) spread cardboard by the roadside asking for money for a lightsaber.",Safe/Neutral
I messed up the cookies by accidentally putting extra sugar in them and now she's mad at me. My mother is delighted to see us in the kitchen.,Safe/Neutral
I hate society because it defines actions for you without your intent or consent. People consider a poke on FB to be the same as a wave or a smile.,Emotional Distress
"See now that my mind's clear and got this fresh start, my eyes are opened to so many opportunities I could have been done when I was in Jersey.",Safe/Neutral
"We'll stop mocking him in 40 years. When you quit lying, we might think about it! You lied today about the Sprint deal! Old news lie!",Attacking Behavior
Chris_Villain I'm going to be in the Disney parks next week for the Star Wars run. Are you going to be at the Clubhouse next week at all?,Safe/Neutral
"I used to have this journal when I was younger where I would write down all the spells from the Harry Potter books and what they did, laughing my ass off.",Safe/Neutral
"debholla DianMo Wish my note was on that BOARD! Hey, please put one on for me and label it (65M) which I hope will come to represent us!",Safe/Neutral
My not being with my family on Christmas Day has nothing to do with me not liking them. It's me I'm not crazy about. I should be alone.,Emotional Distress
I just want all my favorite bands to know that you're all so special to me! I adore all of your music! It gives me so much hope!,Safe/Neutral
"Fucked around in the back of the tour bus, then flew over the world, landed in Cuba. We learned another language; now all she says is 'papi no mas.'",Safe/Neutral
"Anytime you can put your life in a song, it's always much more than just a song to the people that LISTEN, not the people that hear it.",Safe/Neutral
"If a bitch is on Tinder and contacts you, you all talk for a minute and don't have sex, and you mention having sex with another chick and she gets mad—bitch, what?",Attacking Behavior
njosk99: I don't think I can participate in No-Shave November because by the end of the month I'll look like a 40-year-old homeless man.,Safe/Neutral
Think about this. You all in your 20s and don't cook for your families. How are you all qualified to be a wife? You are not just going to pick up cooking in your 30s.,Attacking Behavior
"I don't know, I liked it. It showed it's hard to fight with one if you're not Force sensitive, and I love Finn, so I thought it was cool.",Safe/Neutral
"I've decided to take my talents to the world of blogging. I'll keep you updated, be sure to check in with me. I'll try for at least weekly.",Safe/Neutral
"Not a Brady fan, but to reference this as the 'very end of his career' is bullshit. He isn't going out yet. Maybe a different team, but he's not done.",Safe/Neutral
"Just want to throw this out there: if you have ever believed in me and you gave up on me, you are no true supporter. I don't need or want you.",Safe/Neutral
"I'm going to wake up and get a job tomorrow. Maybe not something I want to do, but it's something I need to do. Just keep praying me into school, please!",Safe/Neutral
"If I make it, know I'm not in it for the money. Don't hit me like I'm the one acting funny. If your number ain't in my phone, who's wrong?",Safe/Neutral
"dvmixic Lions I live in Detroit. I'm rooting for the Lions, but I think they're going to lose to Dallas. I'm holding on to a little hope.",Safe/Neutral
I wish I wasn't #bipolar. I get tired of the ups and downs of my emotions Every Day! I hope I dream well if I fall asleep tonight.,Emotional Distress
"Bellamy + Clarke. I could write an MLA format essay on why I love them, but A1 development, canonically each other's weakness!",Safe/Neutral
"Just popping in to say that I got to hurl a cup of water at my stepsister and not get in trouble for it, and that's awesome.",Safe/Neutral
"So we talk out all the details, and she says she'll even make me her thigh-high boots and glasses, and then I ask how long it'll take her.",Safe/Neutral
"RT mesucksatlife: Let's face it... I'm not perfect and you want me to be, so that's obviously why you only come to me when you need something.",Emotional Distress
"God, okay, so I'm watching Emerald City, and this show is so gorgeous. I've gasped so many times, and I'm not even halfway through the first episode.",Safe/Neutral
"Rowan is so eloquent and the kind of person I strive to be even now, and she's going to keep going on and doing amazing things and changing.",Safe/Neutral
"Pendant_kun I do because I still have a pretty massive time frame to get everything done by, I just want to get things off of the way ASAP.",Safe/Neutral
"I swiped to the far left and it deleted the mail to trash. And I was like 'meh'. Opened trash, swiped left, accidentally clicked delete.",Safe/Neutral
"The Weeknd's new album goes crazy. It's for sure not his old stuff, but still. It's very poppy, but I like it. I think I've been in LA too much.",Safe/Neutral
"Nights like this remind me of 2011 when I used to ride through SF playing the Take Care album in my '96 Corolla, lol, just looking at views.",Safe/Neutral
"Fuck, I hope the people I've emailed don't call the branch to talk to me tomorrow. I'd be fucked. Everyone would know I was looking at leaving.",Emotional Distress
Mom: So I told her that it has nothing to do with girls lah. Merokok tu haram. Tak kira apa jantina. Dad: Lah. Clearly she-,Safe/Neutral
"Fuck, doing well at work puts me on top of the world. Can't wait for the new manager to start Monday and tell me I'm the man.",Safe/Neutral
"My brother is watching T100 for the first time, and I'm rewatching with him, and I just... I love Bellamy, Clarke, and Raven so much, fuck.",Safe/Neutral
"Also, throwback to when Clarke didn't want to send Bellamy into Mount Weather because she couldn't lose him too, but changed her mind because she was being.",Safe/Neutral
"I've had the type of luck lately that if I wanted to go for a drive just to ease my mind, I'd probably get pulled over. Shaking my head.",Emotional Distress
Pendant_kun I got my flight ticket super early and it only cost me 550$~ as opposed to 1300$~ if I waited until now to get it.,Safe/Neutral
"Pendant_kun, I have a bunch of government offices to visit, emails to write to the UK government and schools, and a bunch of job work to do.",Safe/Neutral
"I wouldn't even complain, but if that uncle has fucked up my hair more times than I can count, I think it's time to fucking change places, do you think?",Safe/Neutral
"JosinaAnderson, don't want anybody to get hurt, but I won't mind if Rodgers is a bit sore when the #Packers face my #Lions in the last game.",Safe/Neutral
It would be so nice to see my #DetroitLions beat the shit out of the Packers on the last game of this season. I'd just love it!!,Safe/Neutral
Chris_Villain. Movie: I feel the same! I'm obsessed. Broadway: Phantom is one of my all-time faves. Disneyland: Good choices! Books: I read too much.,Safe/Neutral
"wallswcst, they were really annoying as a ship in Season 1, and I also didn't like either of them as characters for most of it either.",Safe/Neutral
Not so daily reminder that Guggs had no idea who'd be in the grave when interviewed at the beginning of S4! This came out of their ass!,Safe/Neutral
"I think #Yahshua was born between May 21 - June 20. The symbol for the zodiac sign Gemini is twins, and Yahshua was both #Elohim and man.",Safe/Neutral
acon_mahomie7: No one understands how I feel. This is why I never talk to anyone about my problems. Can't you just accept the fact th ...,Emotional Distress
They needed to be honest with each other like that. Bellamy needed to express how hurt he was that she left. That scene shakes me so good!,Safe/Neutral
"God, they can't even properly resurrect Laurel! Keep her name and her legacy out of your grubby hands and let Katie just do things on the other.",Attacking Behavior
"Fucking South Carolina, man... It'd be one thing if I wanted to change residency, but I don't even want to, and you all are on some bullshit when I try to.",Safe/Neutral
"I don't know what happened, this isn't what it's like getting older. I guess it is, because ever since I got a little bolder, my heart turned a little colder.",Emotional Distress
"briannaroath, honestly, I don't even know. I like it down here, and it would be so much easier or more convenient to start a life down here, you know? But I'll visit!",Safe/Neutral
"Not to like, glorify politicians and all that, I'm really going to miss the Obamas and I wish them the best. Thanks for all you guys have done.",Safe/Neutral
"lydiamcrtins, I haven't taken it yet. She's having some personal problems, and I asked her if she was going in, and she said no, so like I'm...",Safe/Neutral
"EmeraudeToubia, I know you're getting a lot of these and I'm white so I won't preach at you, but your fans of color, specifically Black fans, are",Safe/Neutral
"lydiamcrtins, wait, I thought it was Jyn, but I feel like, in my not at all expert opinion/based on what I know, it'd be Leia or Luke.",Safe/Neutral
"daisyrdley: A promise for 2017: be more like Carrie Fisher. Be proud of who you are, every single part you and show that to the world.",Safe/Neutral
"Never thought it's over, but sober living here isn't just a dream; it's a goal, it's a means of how to change from simply being under the influence.",Safe/Neutral
"FoxNews What if: one day your children see what you've said last ten years, check it out, find it to be lies! What reason do you give!",Attacking Behavior
a_venture3 XTraceyAnn How do I know he is your savior? You say HE is but you also say Trump is a great man! You lose all creditably!,Attacking Behavior
"I will never stop learning about the disease of addiction... so that I can make decisions that will help, not hurt, you. ~Rose Barbour",Safe/Neutral
"troyeboyxtilly 'Wow Zoe, you've lost so much weight, how'd you do it?' 'Well, I have a daily routine of fucking a gay YouTuber for a few hours.'",Safe/Neutral
"'If I were you, I'd put that away. See, you're just wasted and thinking about the past again, darling, you'll be okay.' I love this song, ugh.",Safe/Neutral
That was shite. I swear the judges listen to something else. She is NOT a star. Bang bang is not a big band song either. Eurgh. #XFactor,Safe/Neutral
It is important for victims of sexual abuse to be heard and feel like they have a right to their feelings no matter what happened or when.,Safe/Neutral
"I need to remember I don't have to audition if I don't want to. I've got personal things going on. It feels weird, but it doesn't mean it's wrong not to.",Safe/Neutral
"PlentyOfFish, I tried deleting my profile account but you won't let me, so now you have to do it. I tried to be nice but it got me nowhere.",Safe/Neutral
"It's like. When I see a sign of weakness, all I can ever be is just show my frustration like ugh, come on. You're better than this.",Safe/Neutral
Staying with Azam was fun. He drove me around. Prepared me food for every single meal. Asked me how my day was. It felt like marriage. Hahah,Safe/Neutral
"ScottSteiner, you, sir, look to be very scary to me. I show you great respect, sir. You are one of the greats! Have a blessed day, Angie.",Safe/Neutral
"Wishlist: To work at a fast food restaurant and when someone says 'saya nak isi ayam satu', I will throw a whole chicken at them.",Safe/Neutral
"Nge_jung, yes! I'm 27 and changed my diet about 2 years ago. It was like a miracle to realize I don't get migraines. I was on so many drugs.",Safe/Neutral
You know what. I'm going to take it easy and start small. Buy a lightsaber that's cheaper. Then save up money to buy the one that costs 3000.,Safe/Neutral
Ayah dia architect. Bekas. Mama dia doctor. Ada clinic. One day they got tired of doing the same thing. So both of them,Safe/Neutral
"BubbleGumRain I drank too much wine, stayed up till 2am and slept on the floor, so I'm happy to stay in and be an old fart tonight.",Safe/Neutral
"I find it weird at how reluctant I am in buying a saber because I think it's wasteful, yet manage to spend an equivalent amount on figures.",Safe/Neutral
"This guy on YouTube ordered a custom lightsaber from the maker of the movie props and he spent $20,000 on it. Oh, the dream.",Safe/Neutral
"soylent I dreamt about a food pill that would take all of my cooking and shopping and ordering anxiety away, and then I Google found you...",Safe/Neutral
The fact of the matter is I can't be asked to get change. Thinking whether or not I should wear a dress in this weather or not?!,Safe/Neutral
"I told her many times that the kid's not behaving normally. Like he has some form of autism. Even if he doesn't, wouldn't checking be better?",Safe/Neutral
"I want to study at my friend's room tomorrow, but he's going to kick me out in the evenings because he wants to go jogging with his new girlfriend.",Safe/Neutral
"In 2017, I think it's good to cut off connections with people I know who are toxic, and even more so with those who associate themselves with people I hate.",Safe/Neutral
bittchplease23 nitooo3 I'm never going to get my license because I'm too scared that I'll hit a cat and then I'd never be able to live.,Emotional Distress
"I'm going to try and write my mom a note, maybe if she reads it when she is sober she'll understand all this bullshit needs to stop.",Emotional Distress
"titsonatrolli: When I have suspicions about people liking me, I brush it off because I'm an insecure piece of shit and I feel like I...",Emotional Distress
You can mark my assignments late but you can't take away the fun I had while not doing your homework. No you can not #suckaaa,Safe/Neutral
A surgeon got really surly with me there last time because I had to put him on hold to call a code. It is a scary place.,Safe/Neutral
I also have a guilty conscience about being the one who has to force-feed her pills twice a day to stop her from peeing in her sleep.,Emotional Distress
I would pay to see a movie that's literally just 2 hours of things pets do when we're not home. I really should write for Hollywood.,Safe/Neutral
"Bf: 'How was lunch with your mom?' Me: 'Great! We had a good talk about relationships.' Bf: 'Uh-oh, am I in trouble?' SHH NOBODY TELL HIM!",Safe/Neutral
"Oh, I was wondering how you play the game because it's practically the same name in my mentions. Apparently, you need to put a letter, lol.",Safe/Neutral
Fuck! I just realized I'm going to be gone when my #sgfg comes in the mail. I'm going to die! Everyone else gets to experience it and I don't!,Safe/Neutral
"Lazy_Italian, I used to think what you're thinking. But I waited. Waited a little more. Then I found my group. So don't say that just yet! :)",Safe/Neutral
I'd totally share hey everybody on here but I want people to wait and be as surprised as I was. Y'all should have seen my face. 5SOS,Safe/Neutral
"I know we keep saying we're ready for 2016 to be over, but let's not forget what happens within the first 20 days of the new year...",Safe/Neutral
"Reading a fan fiction yesterday. I dreamed about it. I fucking had twins with Michael. I woke up and was like, 'Hell nah, I ain't having babies.'",Safe/Neutral
"How about all you Aussie fans back the fuck off and let the boys have a break! God damn, seriously, they don't need your shit. #5sos #5sosfam",Attacking Behavior
"I must be on a whole new level of stupidity because I forgot my PSN account password and when it asked me to enter my birthday date,",Safe/Neutral
"I am so stressed out now for me and my coworker's mental well-being. Seriously. In the 4 years I've known her, I've never seen her cry.",Emotional Distress
"LMAO, bitch, what makes you think you and your boyfriend are going to be together much longer when you go through boyfriends like a baby goes through diapers? Shaking my head.",Attacking Behavior
"I used to gradually increase the heat until it was as hot as it goes, then stand under the water pretending I'm in the hyperbolic time chamber.",Safe/Neutral
"But lately I've been thinking about a new whip, feeling like it'll happen within the next year, year and a half, so is it even worth it?",Safe/Neutral
"A few years ago, my mum saw this random Malaysian girl in New Zealand. So my mum said hi to her first. Got to know each other.",Safe/Neutral
With just drive taxi. But his father is finally happy with his life. There's something to be learned here. But I'll let you think for yourself.,Safe/Neutral
"madreeve aaron_ariff, hahaha lol, it's not like I'm gonna meet the man, drug him, kidnap him, then sell him off as a sex slave at Uganda, lol.",Safe/Neutral
"RT 5SOSTumblrx: I feel like with SGFG, Michael is going to shine through 100 times more than he did on the first album, and I can't fucking wait.",Safe/Neutral
RT 5SOSUpdatesUSA: I love you. For you. Just like music and 5SOS love you. Love yourself. I know it's SO SO hard. But you can love yourself.,Safe/Neutral
I wish I could tweet more but I've been so busy lately. At first I was just waiting for things to progress and now I'm overwhelmed with work.,Emotional Distress
"That means there's literally no way to do it faster by a margin of 10 let alone 2 seconds without making Morpho land faster, which is impossible.",Safe/Neutral
"I'm super excited! I'll finally get to see my girlfriend (long-distance relationship) and live with one of my best friends, and finally be back in Europe.",Safe/Neutral
"Half these people we slate as 'Celebrities' are ugly as fuck, especially these thick-ass Instagram hoes. Who gives a fuck about y'all? Oh yeah, society...",Attacking Behavior
You know from the get-go who you are only trying to have sex with and who you are trying to marry. Shit only gets complicated when she can't read the line.,Safe/Neutral
Imagine carrying a baby for 8 months and they turn out to be a Bellamy Blake stan. You should ask Abby Griffin how it feels.,Safe/Neutral
"LouisFarrakhan Psalms Chapter 96, verse 5 says 'For all the gods of the nations are idols: but the LORD made the heavens.' How are we gods?",Safe/Neutral
"I tried that sleep thing, but it didn't work, yet. If at first you don't succeed, try, try again. I'll try again in a little while.",Safe/Neutral
"Same way not everyone deserves respect. Respect is earned. I don't respect these Jackson motherfuckers because they swear they have a name. Bitch, you know who I am.",Attacking Behavior
"It has many different purposes, y'all need to stop assuming it means a nigga want to hit. Believe me, if I've ever wanted to smash, you already know.",Safe/Neutral
"All alone on Christmas Day. I don't like it, but that's the way it has to be when you're depressed and can't take being around anybody.",Emotional Distress
"SteveScalise SpeakerRyan, are you so foolish that you believe I and millions of others will swallow this? You 37% are nuts if you think so!",Attacking Behavior
I remember how my Dad could fall asleep in his chair in front of the TV set. I wish I could fall asleep in a chair.,Safe/Neutral
"I just haven't finished my course yet, but I pay for my own phone, insurance, and the internet bill, and I'm about to be promoted!",Safe/Neutral
"Tomorrow at my Christmas party. Me: Oh yeah, I work at Starbucks. All of my extended family, immediately: So, how about some free coffee?",Safe/Neutral
"soft_homura, LMAO, but really, you should make a blog like that or write lewd fanfics of you and Homura or something. More Homu never hurt ;)",Safe/Neutral
"I asked if she knew what cosplaying was and she said yes, then I asked if she was familiar with anime and she got really offended.",Safe/Neutral
"Yeah, I have been diagnosed with depression and a mild case of asthma. And yeah, guys, I know. Thanks all my fans for praying for me :(",Emotional Distress
"Wait, actually, there's something that just happened that I don't want to spoil because I think it's worth watching, but the way the Witch of the East...",Safe/Neutral
"Y'all, I had an hour and a half of downtime and still clocked out at 10:08 tonight. I really felt God in my Starbucks tonight.",Safe/Neutral
"My DS and my Chloe shirt came in today, and I went out with my coworkers to a really good diner, so tonight was nice.",Safe/Neutral
"adclaidekanes, I got like 3 hours of sleep last night, and then I'll walk in and play therapist to my other friend, and I'm just tired.",Emotional Distress
"lydiamcrtins, she is just trying to maintain control on your life, to be honest, but you are an adult who wears what she wants and feels how she wants.",Safe/Neutral
And how can you possibly be 'true to DC universe origins' if you kill her off then expect somehow (???) to fill her shoes with someone?,Safe/Neutral
"Just tweeting my observations, don't try and jump up now. I'm telling you, this isn't a bandwagon. My family will eat. Fans won't get a thing #RS",Attacking Behavior
"I've got plenty of acquaintances that I don't even need. My bros are my bros, that's family, but no one really connects with me... yet I'm perfectly fine with that.",Safe/Neutral
