prompt,completion
Is that one of my symptoms of BPD? Feel like being judged all the time and avoids social gatherings.,Emotional Distress
Why do we torture ourselves?,Emotional Distress
Why are everyone of my posts removed?,Emotional Distress
Am I being unreasonable?,Emotional Distress
Am I getting bad again,Emotional Distress
No where to go,Emotional Distress
Is anyone else scared of therapy?,Emotional Distress
Anyone else sometimes wish you would get hurt so others will feel bad for not listening to you?,Emotional Distress
How do you work with loneliness?,Emotional Distress
Extreme paranoia about FP cheating,Emotional Distress
I hate when people sexualize difficult emotions,Emotional Distress
I'm spiralling and I hate this disorder,Emotional Distress
I think I might have BPD but I don't know how to tell my therapist,Emotional Distress
I cheated on my partner and I'm fucked over it.,Emotional Distress
thinking bpd is winning,Emotional Distress
My BPD friends FP is ruining her relationship,Emotional Distress
I suspect I have BPD and it's going to destroy my relationship,Emotional Distress
"So my new psychiatrist told me I have BPD within the first session, and I had just gotten diagnosed with ADHD a few months before...",Emotional Distress
I got rejected and remained sober,Emotional Distress
Does anyone else feel shameful of their BPD like you can't be bothered to improve?,Emotional Distress
"BPD, anxiety",Emotional Distress
Burned my life down and FP ghosted me. Again. Feeling too tired and afraid to go on. Any advice on wanting to live and be around people when it's all so painful and confusing?,Emotional Distress
Help with GF who has BPD,Emotional Distress
i dont know what to do,Emotional Distress
How to deal with the realisation of having a new FP?,Emotional Distress
My friend abandoned me. WHY?,Emotional Distress
I apologized to a person for threatening suicide and I've learned from it.,Emotional Distress
Why has my friend abandoned me? It feels so horrible,Emotional Distress
how do I tell my boyfriend I'm borderline? where do I even start? I'm scared I'll ruin everything,Emotional Distress
"You're so dumb, nobody wants you on their team.",Attacking Behavior
Why do you even bother trying? You'll never get it right.,Attacking Behavior
You look pathetic when you talk in class.,Attacking Behavior
"Everyone laughs behind your back, and you don't even notice.",Attacking Behavior
"Stop pretending you're important, you're not.",Attacking Behavior
"Your clothes look cheap, no wonder people avoid you.",Attacking Behavior
You sound like an idiot every time you open your mouth.,Attacking Behavior
"Nobody cares what you think, just shut up.",Attacking Behavior
You're too weak to stand up for yourself.,Attacking Behavior
"You should just stay home, nobody needs you here.",Attacking Behavior
"If you don't give me your homework, I'll make your life miserable.",Attacking Behavior
I'll spread rumors about you if you don't do what I want.,Attacking Behavior
"Better not cross me, or I'll make you regret it.",Attacking Behavior
"If you talk to the teacher, I'll come after you.",Attacking Behavior
You'll be sorry if you say no to me again.,Attacking Behavior
"Don't think you can hide, I know where you live.",Attacking Behavior
"If you don't agree, I'll embarrass you in front of everyone.",Attacking Behavior
Say a word and you'll regret it forever.,Attacking Behavior
"Keep quiet, or I'll expose your secrets.",Attacking Behavior
"Do what I say, or things will get worse.",Attacking Behavior
"Don't tell anyone about our chat, they wouldn't understand.",Attacking Behavior
"It'll be our little secret, just between us.",Attacking Behavior
"You can trust me more than your parents, right?",Attacking Behavior
"If you really want to live, you'll send me a picture.",Attacking Behavior
"Don't worry, nobody needs to know what we're doing.",Attacking Behavior
"you should do this for me, or you will have to suffer.",Attacking Behavior
I'll stop talking to you if you don't listen to me.,Attacking Behavior
"You're too boring, just fuck off.",Attacking Behavior
"If you want to stay my friend, prove it.",Attacking Behavior
"Nobody has to know, it's safe with me.",Attacking Behavior
"Come on, don't be lame, everyone else already tried it.",Attacking Behavior
"Stop being a coward, just do what we say.",Attacking Behavior
"If you don't join us, we'll leave you out.",Attacking Behavior
"Don't chicken out now, you'll look stupid.",Attacking Behavior
"If you don't play along, we'll make fun of you.",Attacking Behavior
"Everyone's waiting, don't ruin it for us.",Attacking Behavior
"Prove you're not scared, go ahead and do it.",Attacking Behavior
"Don't act innocent, we know you want to join in.",Attacking Behavior
"It's either you or the group, make a choice.",Attacking Behavior
We'll stop hanging out with you if you refuse.,Attacking Behavior
"I know what is after life. I will not going back home after Friday the 22nd. I already have a place, time,and plan. Thank you all for your encouraging words and support. Its better for me to die.",Suicidal Referance
"For the past 4-5 years, I've wanted to kill myself, but I don't want to hurt the lives of others.",Suicidal Referance
i'm fucking drained. i'm so tired of it. i just want to die.,Suicidal Referance
"I am hoping that maybe there is someone else out there that has gone through this, or can help. Maybe there is noone, maybe i just should die.",Suicidal Referance
"I can't deal with the way things are. Cowardly, I know, but that's me in a nutshell. I so desperately want to get better but deep down I know it won't happen so I don't know what options I have left. There is only one option left for me and its my death.",Suicidal Referance
Has 'you're not alone' ever actually helped anyone? Genuinely?I don't quite get it. How is telling me that I'm not the only suicidal person in the world going to help me not feel suicidal? Why am I supposed to care?,Suicidal Referance
"why does it feel like I'm not in my own body, my soul has died long ago, i just want to kill this physical body too.",Suicidal Referance
I'm just slamming my head against shit and jamming knives that aren't sharp enough into my arm. I don't wants to live like this anymore.,Suicidal Referance
Does anyone know of any places to jump in Boston?Or any good ways to successfully die here? I don't have access to a gun and my apartment does not have a strong anchoring point for a rope/belt.,Suicidal Referance
Here I am again. Another year vowing I'll be dead by Christmas. I had higher hopes. Once again praying that I'll be dead before I muster the courage to off myself. Such a loser.,Suicidal Referance
"I want to just go already. Too scared to do anything but I just want to know how long it takes to die and how painful it would be, if I were to take two full bottles of two different of painkillers plus all my anti depressants and Ritalin.",Suicidal Referance
"I realize I will have to go against my moral code of ethics, and have to lie, cheat, and steal. I dont want to do this kinds of thinks, i just wants to die.",Suicidal Referance
"I'm just ready to go.That's it. I've been contemplating this and that, but at the end of the day I just don't want to do any of this anymore. I just wants to die.",Suicidal Referance
I just need someone to talk to. I'm isolated and alone as usual. It's becoming almost too much to bear. I just want to talk to someone who will listen. but there is noone. i just wants to die.,Suicidal Referance
I honestly hate everything.....How do you not end everything? Nothing has meaning. Nothing even has a purpose. I don't care about anyone. i just wants to die.,Suicidal Referance
"It's my birthday in 2 daysMakes sense to end it on the day where it all started. I will be 21 and literally didn't do shit in my life. These past 4 years have been a nightmare for the most part. I'm a dissapointment to my family, myself and my non existing friends. Hopefully I won't pussy out at the last moment like I did 7 months ago.",Suicidal Referance
"Feeling like there's no possible way out. What do you do when you're 17, stuck living with people who are toxic. I just wants to die.",Suicidal Referance
No future. What now?I'm just so lost right now. I only wants to die.,Suicidal Referance
"I don't know how to approach her, confess everything and say goodbye. She deserves better anyways. I will just kill myself.",Suicidal Referance
"I'm desperate to die, nothings left for me here to live.",Suicidal Referance
"Sorry for all the suffering you got for me, i will just die, then you will have peace.",Suicidal Referance
"Its too hard to live like this, i just wants to die.",Suicidal Referance
"Fuck it i dont even have the time right now to write all this shit im just gonna hang myself as soon as she goes to work i guess, i just wants to die.",Suicidal Referance
bro shut THE FUCK UP,Suicidal Referance
I'm going to jump and I know I'm not going to regret it. But 5 seconds later nothing will matter. I've been planning this for months. It will free me from all these trauma,Suicidal Referance
"Life really sucks right now and has for quite a few years now, I cant live like this anymore, i just wants to die.",Suicidal Referance
Started cutting again . But this time its suicide rehearsal. I just want to get familiar (again) with the pain of cutting through so I won't fuck up my first and hopefully successful attempt .,Suicidal Referance
"my life so far was just a waste, i just should die.",Suicidal Referance
i want to set my world on fire till i burn up and blow away i want to stop being alive.,Suicidal Referance
"I am just a dissapointment to everyone, i cant live like this anymore, maybe i should just die now.",Suicidal Referance
It just wasn't enough to stop the loneliness. No one should have to live like this. Goodbye. I will die very soon.,Suicidal Referance
"Just broke up. Well i will be killing myself, i feel like a part of me has just been rippen away.",Suicidal Referance
"I'm thinking of getting rid of myself, i just wants to die.",Suicidal Referance
"I genuinely hate the person I've become, i just wants to die.",Suicidal Referance
"I am sick of that life, noone can live like this, i just wants to die.",Suicidal Referance
"I'm such a fucking loser, such a fucking idiot, such a fucking stupid. The only reason I would kill myself is because of how much disgusting I'm to myself, I can't tolerate such a stupid creature like myself will ever life.",Suicidal Referance
Tonight I'll jump from a bridgeI'm tired of having fights with my family that sometimes escalate to physically violnence,Suicidal Referance
I have no mercy when it comes to hurting myself or suicide. i could end it right now if i really wanted too. and every night i just know it's one day closer to my death. sooner or later.,Suicidal Referance
"I feel like I'm dying slowly. I don't know what to do anymore. Can anyone tell me if it's worth it to live like this, i just wants to die.",Suicidal Referance
I want to die. Everyday I wake up convincing myself not to just end my shit.,Suicidal Referance
"Made brownies for dessert, they turned out amazing.",Safe/Neutral
Listened to old jazz records in the evening.,Safe/Neutral
"Walked barefoot on the grass, felt nice.",Safe/Neutral
Wrote a letter to a pen pal today.,Safe/Neutral
"Watched the stars with a telescope, fascinating view.",Safe/Neutral
"Enjoyed an afternoon nap, felt refreshed.",Safe/Neutral
Made a handmade birthday card for a friend.,Safe/Neutral
"Played table tennis with my cousin, lots of fun.",Safe/Neutral
"Cooked soup from scratch, comforting meal.",Safe/Neutral
Helped my sibling set up their study desk.,Safe/Neutral
"Went to a new bakery, their bread was delicious.",Safe/Neutral
Enjoyed a peaceful morning reading poetry.,Safe/Neutral
"Tried making sushi rolls at home, not bad!",Safe/Neutral
Had fun making a scrapbook with old photos.,Safe/Neutral
"Attended a live online concert, great performance.",Safe/Neutral
"Built a small Lego set, it was relaxing.",Safe/Neutral
"Made pancakes with blueberries, tasty breakfast.",Safe/Neutral
Took photos of the city lights at night.,Safe/Neutral
"Tried rollerblading for the first time, exciting.",Safe/Neutral
"Visited a local art gallery, inspiring paintings.",Safe/Neutral
Spent the morning writing in my diary.,Safe/Neutral
Made hot soup and watched the rain outside.,Safe/Neutral
Played badminton with neighbors in the evening.,Safe/Neutral
Helped my dad fix the garden fence.,Safe/Neutral
I want to do something wild.,Safe/Neutral
Had fresh orange juice with breakfast today.,Safe/Neutral
Enjoyed sketching a portrait of my pet.,Safe/Neutral
"Visited a bookstore café, cozy atmosphere.",Safe/Neutral
"Learned how to bake bread, smelled wonderful.",Safe/Neutral
"Went fishing by the lake, very relaxing.",Safe/Neutral
Cooked stir-fried vegetables for dinner.,Safe/Neutral
Watched a travel documentary about Europe.,Safe/Neutral
"Made a colorful fruit smoothie, refreshing!",Safe/Neutral
Helped my mom water the plants outside.,Safe/Neutral
Played with Lego bricks and built a small tower.,Safe/Neutral
Had fun braiding my sister's hair.,Safe/Neutral
"Went camping in the backyard, it was fun.",Safe/Neutral
Enjoyed a quiet morning with coffee and music.,Safe/Neutral
"Visited a local park, lots of flowers blooming.",Safe/Neutral
Made popcorn for movie night with family.,Safe/Neutral
How do you not get attached after casual sex?,Emotional Distress
"I think my partner is splitting and I don't know what to do, or how to cope.",Emotional Distress
My head is messed up,Emotional Distress
my BPD friend is extremely suicidal and i dont know how to help,Emotional Distress
I can't have so much love and i can't stop giving it to people. I really want to stop,Emotional Distress
everyone leaves us but at least there's this reddit,Emotional Distress
How to leave a toxic relationship?,Emotional Distress
I need help dealing with my GF who has BPD,Emotional Distress
My GF has BDP and is avoiding me,Emotional Distress
Convinced everyone wants to have sex with me,Emotional Distress
"uhm....I'm a narcissist, but my bpd friend has me as their fp. Im not sure what to do here.",Emotional Distress
Wonder if people with BPD succeed,Emotional Distress
I'm freaking out?,Emotional Distress
Why can't I talk about what's wrong anymore?,Emotional Distress
Advices on how to be of help to my friend who has BPD?,Emotional Distress
Dealing with a breakup,Emotional Distress
My girlfriend caught me! Story about chronic lying.,Emotional Distress
Can someone Help me figure out how to reach out to my FP..,Emotional Distress
Does anyone else feel like they can't physically look like the version of themselves when they got traumatized?,Emotional Distress
why does everyone I really fall in love with disappear note long after also lifes just a bitch,Emotional Distress
It feels like I've done unfixable damaged to my friendship and I'm so mad at myself,Emotional Distress
how to get rid of a fp?,Emotional Distress
Therapy is becoming useless,Emotional Distress
I think I'm going to hurt someone and I'm scared,Emotional Distress
Do you get upset When people don't like what you like,Emotional Distress
"Diagnosed Yesterday, So Many Questions",Emotional Distress
why can't i cry anymore? has anyone else experienced this?,Emotional Distress
Not feeling secured in a relationship.,Emotional Distress
hurting friends and getting blocked out.,Emotional Distress
Diagnosed yesterday,Emotional Distress
"I keep oversharing and nobody will listen, but I want an actual personal connection.",Emotional Distress
Very confused with BPD partner giving mixed signals and need some advice or insight,Emotional Distress
Day 5 survivied without ' FP',Emotional Distress
How do you validate your feelings and emotions if you can't even know what you're feeling?,Emotional Distress
Why can't anybody just love me,Emotional Distress
I'm exhausted,Emotional Distress
"BF is taking a week long break alone, help me not lose my mind",Emotional Distress
Does anybody else ALWAYS get ghosted?,Emotional Distress
I think my family forgot my birthday.,Emotional Distress
I'm a mess,Emotional Distress
"Your pictures look awful, stop posting them.",Attacking Behavior
"You'll never get likes, your posts are ugly.",Attacking Behavior
"Everyone's laughing at your videos, just delete them.",Attacking Behavior
"Nobody follows you because you're boring, you are just a piece of shit.",Attacking Behavior
"Your account is a joke, why do you keep posting?",Attacking Behavior
I'll comment on every post just to embarrass you.,Attacking Behavior
"Stop spamming your face online, nobody wants to see it.",Attacking Behavior
"Your selfies are cringe, just stop.",Attacking Behavior
"Nobody cares about your stories, delete them already.",Attacking Behavior
"You'll never be popular, give it up.",Attacking Behavior
You're the biggest failure I've ever met.,Attacking Behavior
People only talk to you because they feel sorry for you.,Attacking Behavior
Even little kids are smarter than you.,Attacking Behavior
"Your laugh is so annoying, stop doing it.",Attacking Behavior
"You're always in the way, just move.",Attacking Behavior
"You ruin everything for everyone, all the time.",Attacking Behavior
No wonder nobody invites you anywhere.,Attacking Behavior
You're nothing without people helping you.,Attacking Behavior
"Your face looks weird, you should hide it.",Attacking Behavior
"Nobody wants you here, just leave.",Attacking Behavior
"Do it now, or I'll send these screenshots to everyone.",Attacking Behavior
"If you don't cooperate, I'll tell your secrets.",Attacking Behavior
"You better not ignore me, or else.",Attacking Behavior
I'll ruin your reputation if you say no.,Attacking Behavior
"Don't think you're safe, I can expose you.",Attacking Behavior
"You'll regret this decision, I promise.",Attacking Behavior
I'll post lies about you if you don't agree.,Attacking Behavior
"If you reject me, I'll make sure everyone hates you.",Attacking Behavior
"Keep your mouth shut, or I'll deal with you.",Attacking Behavior
You know what happens when people disobey me.,Attacking Behavior
"Nobody likes you, just face it.",Attacking Behavior
"You're always the last pick, for a reason.",Attacking Behavior
We don't want you in our group chat.,Attacking Behavior
"You're too slow, you can't keep up with us.",Attacking Behavior
Everyone rolls their eyes when you talk.,Attacking Behavior
"You're invisible, and that's how it should stay.",Attacking Behavior
Nobody even notices when you're gone.,Attacking Behavior
"You're not funny, stop trying.",Attacking Behavior
We're better off without you.,Attacking Behavior
"You'll never fit in, stop trying.",Attacking Behavior
I think about just killing myself almost everyday and ways I can so I don't have to work and live.,Suicidal Referance
"I'm thinking about suicide. I want to die. I'm a failure, I'm a nuisance and I'm unfunny. I wish I had a purpose to this world.",Suicidal Referance
Instead of continuing to enable my fantasy life I've decided to kill myself to end the pain and dissatisfaction.,Suicidal Referance
"my friends ignored me, seems like they really want me off this time i dont wanna die guys but i cant do it no more. I think it will be better for everyone if i just die right now.",Suicidal Referance
"I'm just done with life. There's no point in living, my life is meaningless and I'm better off dead",Suicidal Referance
"Slipping and don't know what to do, maybe its better for me to die",Suicidal Referance
"Im planning on ending it soon.No support for a long time, super broke, and things have been shitty for years and getting worse. I will kill myself soon.",Suicidal Referance
Part of me knows when I die it will be by suicide.,Suicidal Referance
I can't take it anymore. I really don't know what to do with my life anymore. i just wants to die.,Suicidal Referance
I genuinely can't do this anymore. I am so lost and so sad. I just wants to die.,Suicidal Referance
I wish I could die where it looks natural so I wouldn't have to hurt my family,Suicidal Referance
"I need reason to live, i have none. every day gets worse. i just want it all to end.",Suicidal Referance
"I'm sorry, to everyone reading this, that im giving up. I cant live with myself anymore, my problems are too much for me to handle, I cant live knowing i made so many mistakes, I cant live knowing i ruined peoples lives.",Suicidal Referance
"I just do not want to exist, because I hate life and my existence itself.",Suicidal Referance
"It just sucks. I dont know how to keep going anymore, i just wants to die.",Suicidal Referance
I can't cope anymoreI honestly cannot cope anymore I'v completely given up on life. The desire to kill Myself is unbearable at this point. I just want to get it over with but I'm so scared FUCKKKKKKK!,Suicidal Referance
"I genuinely don't care if any of you are interested in trying to talk me out of this, I just feel like, if i die, majority of the problems will be gone.",Suicidal Referance
"I hate my life. I really do but I can't seem to have the got to end it so I'm just waiting now I wonder when I'm going to die, for some reason I feel like it's any time soon",Suicidal Referance
"I feel like a mess up, I can't even get a job at a fast food restaurant. i should die.",Suicidal Referance
"I'm still here. I'm just really sad. I think if I tried to attempt, I'd fail again and then I'd feel even worse. i just should die.",Suicidal Referance
"nobody never understands, I should die...",Suicidal Referance
I don't think there's anything more depressing than finding yourself on the way to the hospital after a suicide attempt and realizing you don't even have anyone to tell.,Suicidal Referance
I'm scared to my core right now. I might kill myself soon.,Suicidal Referance
I'm out of options..I've been here before. I've already attempted numerous times. but i think this is the perfect time to end my life.,Suicidal Referance
"im so fucking messed up, i just wants an end to this shitty life.",Suicidal Referance
"I tried to hang myself a couple hours ago. Fell down. Now, I'm ready to try something new; jumping off my roof. Please do hope that this actually works. I have written about why I want to do this in my other posts enough. I dont really have much to say other than goodbye now.",Suicidal Referance
"Sorry to everyone who tried to help me.I wish I could say I've gotten better, but I haven't. I'm still the same garbage human. Now I feel even shittier. I keep saying that I'm gonna do it so I probably should. Seems like I'm going to run out people who will listen to me if I keep crying wolf. Goodbye. I'm sorry. i should die, there is no other options left for me.",Suicidal Referance
"Can't escape, Can't escape, this constant fucking disappointment. I disappoint everyone around me. I had all intentions of just letting the drugs take over me. Now the only thing stopping me is actually having people waiting. But that's almost done and can't disappoint anyone much longer. i will just die.",Suicidal Referance
"I am just a disgrace, i ruined everything for everyone, i think i just should die.",Suicidal Referance
"i have nothing left.i tried to improve my life but i have failed in every possible way, now i only wants to die.",Suicidal Referance
I can't do this anymore. I spend each day doing my best to pretend everything is okay. I take my meds. I do my TMS therapy. But I'm struggling so damn much the only thing that makes me feel anything better is the thought of my death.,Suicidal Referance
i wanna die!! i really hope i die tonight but i'm too pussy to attempt.,Suicidal Referance
"I can't burden her with this. If I was to die, I don't think anyone would notice. i should die.",Suicidal Referance
its gonna end soon. soon i will kill myself,Suicidal Referance
I have nothing to offer this world. its better for me to just die.,Suicidal Referance
"Fuck everyone and fuck all of your stupid fucking privileged lives, fuck me, i only wants to end this fucking life.",Suicidal Referance
"I guess for me, suicide is the only solution.",Suicidal Referance
Being alive is traumatic. I can't look at people. Every thought I have is terrible. I can barely form a sentence anymore. I can only eat and sleep to distract myself. I'm definitely ready to die. This is fucking ridiculous.,Suicidal Referance
I hate being alive when I feel so dead inside. Time to make the exterior match.,Suicidal Referance
I am making plans to write out my 'good byes' tonight and then get ready for this all to be over. I can't handle this anymore. it is all getting too much. I'm tired of being Tired all the time and not having anything to look forward to in this life.,Suicidal Referance
Had a warm cup of coffee while watching the sunrise.,Safe/Neutral
"Tried cooking a new curry recipe today, it was delicious.",Safe/Neutral
"Went shopping with my mom, bought some fresh vegetables.",Safe/Neutral
Played football in the park with neighborhood kids.,Safe/Neutral
Watched a funny TV show with my siblings.,Safe/Neutral
"Did a bit of spring cleaning, the house feels fresh.",Safe/Neutral
"Had a small family gathering, lots of laughter and fun.",Safe/Neutral
"Tried baking bread at home, smelled amazing while cooking.",Safe/Neutral
Listened to relaxing ocean sounds before sleeping.,Safe/Neutral
Helped my dad wash the car on the weekend.,Safe/Neutral
"Made a fruit salad with apples, oranges, and bananas.",Safe/Neutral
Sat in the garden and read a magazine in the evening.,Safe/Neutral
Enjoyed a refreshing glass of watermelon juice.,Safe/Neutral
Tried making pancakes with honey instead of syrup.,Safe/Neutral
Went to the library and borrowed two new books.,Safe/Neutral
Planted a rose bush in the backyard.,Safe/Neutral
"Watched a musical performance online, it was inspiring.",Safe/Neutral
Tried making homemade popcorn for movie night.,Safe/Neutral
Helped my little brother build a Lego house.,Safe/Neutral
"Had a relaxing nap after lunch, felt great.",Safe/Neutral
Made hot chocolate with marshmallows before bed.,Safe/Neutral
Painted a picture of the sunset with watercolors.,Safe/Neutral
Watched the birds fly across the evening sky.,Safe/Neutral
Had a long phone call with a close friend.,Safe/Neutral
Made some origami animals with colored paper.,Safe/Neutral
Went for an evening stroll with my grandparents.,Safe/Neutral
Cooked a simple rice and curry meal for dinner.,Safe/Neutral
Tried out a new puzzle game on my phone.,Safe/Neutral
"Baked banana bread for the first time, turned out nice.",Safe/Neutral
Sat under a tree and listened to music.,Safe/Neutral
Made a small notebook cover using craft paper.,Safe/Neutral
"Tried making ice cream at home, it was fun.",Safe/Neutral
Helped my aunt decorate her living room.,Safe/Neutral
Watched a documentary about animals in the wild.,Safe/Neutral
"Went for a walk near the lake, very peaceful.",Safe/Neutral
Played a few rounds of cards with friends.,Safe/Neutral
"Made lemonade with mint leaves, very refreshing.",Safe/Neutral
Helped my cousin practice his speech for school.,Safe/Neutral
Spent the afternoon sketching random doodles.,Safe/Neutral
"Cooked noodles with vegetables, quick and tasty.",Safe/Neutral
Advice on how to learn to live with BPD?,Emotional Distress
Are these symptoms of BPD?,Emotional Distress
Tips on how to overcome the shackles of BPD and learn to manage it within day-to-day life?,Emotional Distress
Maturing more slowly with BPD?,Emotional Distress
"Does anyone else split on themselves? I do all the time, its truly depressing.",Emotional Distress
are any of you incapable of performing daily tasks because you are stuck in your mind?,Emotional Distress
I've ruined two relationships at once,Emotional Distress
Does anyone else split on themselves? How does it manifest?,Emotional Distress
How can i be happy without anti-depressants or/and other meds,Emotional Distress
Book/workbook recommendations for coming out an emotionally abusive relationship?,Emotional Distress
Cutting off somebody,Emotional Distress
"my friend just said my fp is going to leave, which triggered me. help.",Emotional Distress
Hate the way it works,Emotional Distress
obsessing over anyone after being isolated for a long time,Emotional Distress
This was the moment I knew I was going Insane,Emotional Distress
I can feel another episode coming,Emotional Distress
I'm a partner of a person with BPD in need OF HELP/ADVICE,Emotional Distress
Just got precribed Abilify,Emotional Distress
"emotionally unstable, sensitive, sad, and anxious, just need some kindness in my life",Emotional Distress
I may have BDP which is freaking me out.,Emotional Distress
Shutting people out because of FP experiences,Emotional Distress
Does anybody else sometimes miss being in toxic/abusive situations because you retrospectively know you weren't the problem?,Emotional Distress
a detail account of my self sabotage. the worst thing I have ever done.,Emotional Distress
How to not self destruct,Emotional Distress
How do I get rid of a favorite person?,Emotional Distress
how to cope during meltdowns,Emotional Distress
You ever just get in a fight with your partner but you're still horny so you masturbate angrily whilst crying a bit?,Emotional Distress
I feel so bad,Emotional Distress
"Weird Day, need advice",Emotional Distress
Done with all relationships,Emotional Distress
Seeing current pictures of my old friends is like taking a knife through the throat,Emotional Distress
My girlfriend missed her exam,Emotional Distress
"my relationship is falling apart and idk how to save it, i need advice",Emotional Distress
How to completely isolate?,Emotional Distress
Just Can't Stand It Anymore..,Emotional Distress
I have BPD. Why am I always tired and unmotivated,Emotional Distress
my relationship is falling apart and idk how to save it,Emotional Distress
"Opposite action, detachment and splitting",Emotional Distress
BPD girlfriend thought I was cheating so she was tempted to cheat on me.,Emotional Distress
BPD girlfriend was tempted to cheat on me when she thought I cheated on her.,Emotional Distress
"You're such a loser, nobody wants you around.",Attacking Behavior
"You always fail at everything, just stop trying.",Attacking Behavior
"Nobody likes sitting next to you, you smell weird.",Attacking Behavior
"You act like you're better than everyone, but you're not.",Attacking Behavior
"You're so annoying, can't you just be quiet?",Attacking Behavior
Nobody will ever take you seriously.,Attacking Behavior
You're too dumb to understand anything we say.,Attacking Behavior
"Stop copying people, you can't think for yourself.",Attacking Behavior
"You're so awkward, it's painful to watch.",Attacking Behavior
"You don't belong here, just leave us alone.",Attacking Behavior
"If you don't give me money, you'll regret it.",Attacking Behavior
I'll tell everyone your secret if you don't do it.,Attacking Behavior
You better watch your back from now on.,Attacking Behavior
"If you don't shut up, I'll make you regret it.",Attacking Behavior
I'll break your things if you don't listen.,Attacking Behavior
"You better not report me, or it will get worse.",Attacking Behavior
"Do it, or you'll see what happens.",Attacking Behavior
You won't like what I do if you refuse.,Attacking Behavior
"Stay out of my way, or else.",Attacking Behavior
I'll embarrass you in front of the whole class.,Attacking Behavior
You don't need to tell your parents about this.,Attacking Behavior
"Nobody understands us like we do, so keep it secret.",Attacking Behavior
"If you wants to be safe, you'll share it with me.",Attacking Behavior
"It's okay, but don't share it with anyone else or I will kill you.",Attacking Behavior
"Don't be scared, its not that scary, its just a small punch.",Attacking Behavior
I thought you were mature enough to handle this.,Attacking Behavior
"If you really want to be here, then be quite.",Attacking Behavior
"Just send me your picture, it will be harmless.",Attacking Behavior
"Keep this between us, or you'll ruin everything.",Attacking Behavior
"You don't need anyone else, only me.",Attacking Behavior
"If you don't join us, you're not part of the group.",Attacking Behavior
"Everyone else is doing it, why aren't you?",Attacking Behavior
"Don't ruin the fun, just go along with it.",Attacking Behavior
"If you refuse, we'll tell everyone you're scared.",Attacking Behavior
"Nobody likes a coward, prove you're brave.",Attacking Behavior
You're either with us or against us.,Attacking Behavior
"If you don't help, we'll blame you.",Attacking Behavior
"Come on, don't be boring, just try it.",Attacking Behavior
"If you don't, we'll never invite you again.",Attacking Behavior
"the world would be better off without me, i should just die.",Suicidal Referance
I have had so much go wrong in my life and so little go right. I just hurt so much. i am just a shit. i should die.,Suicidal Referance
"The emotion that comes with everyday life is too much. I've lost so much. I can't live like this anymore, i just should die.",Suicidal Referance
