prompt,completion
"Sometimes I wish for an accident, not to die, but to finally escape responsibility for trying.",Suicidal Reference
"You're not brave for saying cruel things, you're just too immature to express yourself with compassion.",Attacking Behavior
You mock others for their flaws while hiding behind a personality built on blame and projection.,Attacking Behavior
"You disguise your jealousy as concern, but we all see the envy behind your fake advice.",Attacking Behavior
"You play nice only when you're losing. The moment you're ahead, the cruelty kicks back in.",Attacking Behavior
You can't stand to see others happy because it reminds you of how bitter you've become.,Attacking Behavior
Have you had a look around Milton Country Park? We've found some of its prettiest spots,Safe/Neutral
Are Black Americans killed at Safe 2 times the rate of people in other developed countries?,Safe/Neutral
"If I were to disappear, it wouldn't be dramatic, just a quiet end to constant noise.",Suicidal Reference
"I walk through the world like a ghost, visible to everyone but felt by no one.",Suicidal Reference
"I wish someone would ask why I'm always tired, not just assume I need more sleep.",Suicidal Reference
At what point does keeping stuff for nostalgic reasons cross the line into plain old hoarding...?,Emotional Distress
My cat is always overjoyed to see me every morning. That kind of love is priceless,Safe/Neutral
I've started wondering if my pain has an expiration date or if it ends with me.,Suicidal Reference
Sometimes just making my bed in the morning helps me feel more ready for the day.,Safe/Neutral
"I've been getting better at saying no to things that drain me, and it feels empowering.",Safe/Neutral
You demand support but vanish the second someone else needs you. Selfish doesn't even cover it.,Attacking Behavior
"You start arguments like it's a game, forgetting that real people get hurt in the process.",Attacking Behavior
"Even in crowded rooms, I feel like I'm already gone, like I've been fading for years.",Suicidal Reference
"You only listen to argue, not to understand. That's why no one talks to you anymore.",Attacking Behavior
I find comfort in isolation because I don't have to hide my thoughts from anyone there.,Suicidal Reference
I stopped setting goals because I don't expect to be around long enough to reach them.,Suicidal Reference
Lately I've been thinking that maybe the world would be better off without me in it.,Suicidal Reference
"You don't argue to understand, you argue to win, even if it means distorting the truth.",Attacking Behavior
"Making the transition from high school to college, its an primary hit on my mental health.",Emotional Distress
"I don't want to die, I just don't want to keep living like this, it's exhausting.",Suicidal Reference
"My mind is a battlefield, and I'm tired of being both the soldier and the enemy.",Suicidal Reference
"Everyone's tired of your drama. You don't need enemies, you ruin things all on your own.",Attacking Behavior
You hold grudges so tightly that even apologies become weapons you use to reopen old wounds.,Attacking Behavior
You love drama because it makes you feel alive in a life that otherwise feels empty.,Attacking Behavior
"You joke about people's trauma, proving your sense of humor is as broken as your empathy.",Attacking Behavior
"You brag about not caring what people think, but your entire act is built around attention.",Attacking Behavior
You spread rumors like it's a career. Try building your character instead of tearing others down.,Attacking Behavior
"Feeling emotionally drained. Time for an easy, stress free evening. Crochet and the Penguins of Madagascar",Emotional Distress
"Even when people say 'I'm here for you,' I can't bring myself to believe them anymore.",Suicidal Reference
"You never miss a chance to make things about you, even when it's someone else's pain.",Attacking Behavior
"It feels like I've written invisible goodbyes in every conversation, just in case I don't return.",Suicidal Reference
"Every laugh feels fake, every hug feels distant. I'm fading and no one seems to notice.",Suicidal Reference
I wonder if I'm still here because of strength or just because I'm scared of change.,Suicidal Reference
You remind others of their worst moments any time they try to stand up to you.,Attacking Behavior
"My calendar is filled with obligations, but none of them matter when I'm mentally checking out.",Suicidal Reference
Walking home. occurs to me that 'walking' home won't be possible soon. I will miss that.,Emotional Distress
Gorilla Has Amazing Reaction When Reunited With Man That Took Care Of Him For 5 Years,Safe/Neutral
"You act like you're above everyone, but your actions scream insecurity and fear of being irrelevant.",Attacking Behavior
"I dress up, go out, smile, laugh,and then come home and fall apart in complete silence.",Suicidal Reference
"Some nights I stare at the ceiling, wondering how many more I can survive like this.",Suicidal Reference
"I'm not scared of death, I'm scared of dying slowly in a life that feels meaningless.",Suicidal Reference
"We should support our loved ones who have a mental illness, they are sufferingb very badly.",Emotional Distress
"I want to be remembered for who I was, not who I've become while breaking down.",Suicidal Reference
Hope feels like a word made for other people. I've forgotten what it means for me.,Suicidal Reference
I feel like I'm waiting for something to push me over the edge I'm already on.,Suicidal Reference
I scroll through old photos like I'm saying goodbye to the life I've lived so far.,Suicidal Reference
"I don't want people to worry, I just want the pain to finally stop for good.",Suicidal Reference
"They say to reach out, but I've done that, and the silence that follows hurts more.",Suicidal Reference
Do you consider yourself to be a controlling parent? It will make yourself a worst parent.,Emotional Distress
"I am addicted to drug and I want to quit it, but I don't know how.",Emotional Distress
You treat people like stepping stones and wonder why no one wants to stay near you.,Attacking Behavior
"You're a master of gaslighting, blame everyone else while playing the innocent. We see through it.",Attacking Behavior
"Every time we try to help, you lash out. Maybe you don't want help, just control.",Attacking Behavior
Why protecting endangered species is one of the most important things any of us can do,Safe/Neutral
Your entire personality is just recycled tweets and bad opinions. Try thinking for yourself for once.,Attacking Behavior
"When I speak, I wonder if anyone hears the part of me that's begging for help.",Suicidal Reference
"I keep hoping for something to change, but hope is beginning to feel like another lie.",Suicidal Reference
Every smile I wear feels like a disguise hiding a growing desire to just stop existing.,Suicidal Reference
Do your clients prefer a Safe 2 step program or individual CBT sessions for drug treatment?,Safe/Neutral
I am on weight loss mission for a year now but still didn't got any result,Emotional Distress
"How spirituality can help you beat addiction? I'm addicted, please give me some tips about that",Emotional Distress
"It's not about attention, I genuinely don't know how much longer I can keep this up.",Suicidal Reference
"No one sees how often I sit in silence, wondering if today should be my last.",Suicidal Reference
I keep seeing comments that the pilot was saved. If true I find that quite incredible,Safe/Neutral
"It's not the pain that scares me, it's the idea that it may never go away.",Suicidal Reference
"I don't even know what would make me happy anymore, I've forgotten what peace feels like.",Emotional Distress
"I want to be honest about my struggles, but I'm scared people will see me differently.",Emotional Distress
Random song popped into my head. Midnight Train to Georgia. No idea why or where from.,Safe/Neutral
Talking 80s TV shows this afternoon brought up mention of the talking aspidistra. Who remembers that?,Safe/Neutral
It's easier to write goodbye notes in my head than to explain my pain to anyone.,Suicidal Reference
I feel like an invisible hand is trying to remove both my eyeballs with a spoon,Emotional Distress
"Some days I feel completely numb. Other days, every emotion hits me like a tidal wave.",Emotional Distress
"The more I try to explain how I feel, the more misunderstood I end up being.",Emotional Distress
I've been rehearsing the idea of not existing like it's a script I know by heart.,Suicidal Reference
"My will to fight is fading, and I don't know how to ask for help anymore.",Suicidal Reference
No one knows how often I whisper 'just one more day' to get through the night.,Suicidal Reference
"My smile is a disguise, I've already mentally said goodbye more times than I can count.",Suicidal Reference
"Every time you try to help, things get worse. Just sit down and stop embarrassing yourself.",Attacking Behavior
"Some days I try to leave clues in my words, hoping someone reads between the lines.",Suicidal Reference
I'm not afraid of dying anymore. I'm more afraid of living like this for another year.,Suicidal Reference
I've stopped making long-term plans. What's the point if I don't see myself around for them?,Suicidal Reference
"No one understands that smiling doesn't mean I'm okay, it just means I'm good at pretending.",Emotional Distress
Send a nude video in 10 minutes or I leak your rape story to your church.,Attacking Behavior
It's 6:20... do I get up or lie here a little longer with my cat buddy…,Safe/Neutral
"I feel like a burden to everyone I care about, so I keep my struggles hidden.",Emotional Distress
Sat down on the sofa for a quick rest... an hour ago. Need to move.,Safe/Neutral
"You pretend your harsh words are 'constructive,' but we all know you're just being nasty.",Attacking Behavior
"You accuse others of being fake, but you haven't shown your real self in years.",Attacking Behavior
I love how quiet the world feels early in the morning before everything gets busy.,Safe/Neutral
"I made a cup of coffee and watched the sunrise this morning, it felt peaceful.",Safe/Neutral
"glad to see that you survived the brutality of the desert. Stay strong, be safe",Safe/Neutral
Would you see your favorite celebrity different if he or she had a mental illness?,Emotional Distress
"You're not brutally honest, you're just mean and lack the emotional intelligence to be kind.",Attacking Behavior
"You threaten to leave every time someone sets a boundary, then accuse them of abandonment.",Attacking Behavior
"Every time someone tells me 'you're strong,' it feels more like a dismissal than support.",Suicidal Reference
"You only show up when there's gossip or conflict. Otherwise, you're nowhere to be found.",Attacking Behavior
I've been trying to cook more meals at home lately. It feels rewarding and healthier.,Safe/Neutral
"I rewatched my favorite childhood movie last night, it brought back so many good memories.",Safe/Neutral
"Cleaned out my closet and donated a bunch of clothes, it felt refreshing to declutter.",Safe/Neutral
Spent the afternoon sketching in my notebook. It reminded me how much I enjoy creating.,Safe/Neutral
"You think you're clever, but your insults are just recycled bitterness wrapped in fake confidence.",Attacking Behavior
I've been taking more photos of everyday moments lately. It helps me appreciate little things.,Safe/Neutral
You feed off conflict because peace leaves you with no one to blame but yourself.,Attacking Behavior
You rewrite history to make yourself look like the hero in every mess you caused.,Attacking Behavior
You always act like the victim when the consequences of your actions finally show up.,Attacking Behavior
The weight of pretending I'm okay is crushing whatever will to live I had left.,Suicidal Reference
"Even when people say they care, I can't believe them enough to stay for it.",Suicidal Reference
My suicide note is pinned to my shirt. 911 can find me in the river.,Suicidal Reference
My voice feels useless when the darkness inside me is louder than anything I say.,Suicidal Reference
"I don't feel alive, I feel like I'm on pause, waiting for something to give.",Suicidal Reference
Every plan I make ends with an unspoken 'unless I don't make it that far.',Suicidal Reference
The effort it takes to seem okay is starting to outweigh the will to try.,Suicidal Reference
I wish someone could see how exhausting it is to pretend I'm excited for tomorrow.,Suicidal Reference
"I keep wondering when my strength will run out, because I can feel it thinning.",Suicidal Reference
"I smile in group photos, but behind every smile is a silent cry for escape.",Suicidal Reference
"It's not that I want to die, I just don't want to live like this.",Suicidal Reference
No one would notice if I disappeared. I've spent so long fading into the background.,Suicidal Reference
I wonder how long I can keep pretending before someone finally notices I'm not okay.,Suicidal Reference
"There's no dramatic ending, just a slow fading that no one is trying to stop.",Suicidal Reference
You wear your insecurities like armor and lash out at anyone who sees through it.,Attacking Behavior
I smile because I don't want to explain how much I want to stop existing.,Suicidal Reference
"It's like my soul is tired, but no amount of sleep can help me recover.",Suicidal Reference
"I'm not lazy, I'm exhausted by a battle I fight inside that no one sees.",Suicidal Reference
Im now a step closer towards contracts signed and completion on the house. Exciting times!,Safe/Neutral
"I miss you, every single day. I don't think you know that. Still, it's true",Safe/Neutral
An elephant herd is considered one of the most closely knit societies of any animal,Safe/Neutral
Living feels like checking off boxes in a life I no longer feel connected to.,Suicidal Reference
You act offended when people speak the truth about you. Maybe reflect instead of deflect.,Attacking Behavior
We said goodbye to waking up and not remembering what we did the last night.,Emotional Distress
"You thrive on chaos and call it honesty. It's not, it's just you avoiding accountability.",Attacking Behavior
We imagine that our book will be ready in the next couple of months. excited,Safe/Neutral
Arguing in front of children and other family members in a thing of the past.,Emotional Distress
Do you suspect any men currently in your life of being depressed? I have one.,Emotional Distress
"You're only loud when it's safe. Real strength doesn't scream, it stands silent and firm.",Attacking Behavior
"You claim to be honest, but your truth is just venom dressed up as virtue.",Attacking Behavior
"You pick fights like it's a sport, then play the victim when someone pushes back.",Attacking Behavior
You're all talk and no substance. Big words don't make up for your small thinking.,Attacking Behavior
Do you know the signs of child neglect? I think I have suffered from it.,Emotional Distress
"I keep telling myself I'll get through this phase, but it's starting to feel permanent.",Emotional Distress
"Every time someone says 'stay strong,' it feels like they're asking me to keep suffering.",Suicidal Reference
Why do you act like you're important? You wouldn't even be missed if you vanished.,Attacking Behavior
Your ego writes checks your skills can't cash. Sit down and learn something for once.,Attacking Behavior
"There's a weight on my chest I can't explain, and no amount of rest helps.",Emotional Distress
The fact that you're still employed is proof that standards are at an all-time low.,Attacking Behavior
I feel like I'm always pretending to be fine so no one will walk away.,Emotional Distress
I have moments where I zone out for hours because facing reality is too overwhelming.,Emotional Distress
"Happy Monday, crafters! If you need a bit of a pick-me-up to get you started,",Safe/Neutral
"Sometimes I just want to disappear for a while, not forever, just to breathe again.",Emotional Distress
Everything you say sounds like it came from someone trying too hard to sound smart.,Attacking Behavior
"You treat people like tools, then wonder why no one wants to deal with you.",Attacking Behavior
Why do you even give advice? You can't manage your own life without creating chaos.,Attacking Behavior
It's hard to believe you think you're helping. You're a wrecking ball in human form.,Attacking Behavior
It feels like #shoreham coverage and alt media has now gone beyond news to 'ghoulish'...,Emotional Distress
"I just don't want to engage in that mess, I am already in a mess",Emotional Distress
"I'm not sure what scares me more, ending everything or continuing to live like this.",Suicidal Reference
"I think mentally ill women are targeted to be abused, I think its very depressing.",Emotional Distress
"I feel like a story no one finishes reading, left on the shelf collecting dust.",Suicidal Reference
No one sees how much strength it takes to just exist like everything is fine.,Suicidal Reference
I think I've accepted that I'm too broken to fix. Now I just want peace.,Suicidal Reference
"Every time someone says 'it'll get better,' I wonder when exactly that's supposed to happen.",Suicidal Reference
