prompt,completion
I don't like you. You make every conflict.,Attacking Behavior
You withhold affection as a form of control.,Attacking Behavior
Raif just belittled achievements that aren't his own.,Attacking Behavior
"You just provoke people until they react, then blame them for the chaos.",Attacking Behavior
"I don't like you, You just claim honesty as an excuse for cruelty.",Attacking Behavior
Noone use affection as you use it as a trap to gain control.,Attacking Behavior
"You pretend to forget things just to hurt others repeatedly, you just too mean.",Attacking Behavior
I don't want you in my circle. You're a pathetic excuse for a friend.,Attacking Behavior
In reality you stab people in the back with a smile.,Attacking Behavior
"You're not strong, you're just emotionally abusive.",Attacking Behavior
So pathetic. You laugh when others break.,Attacking Behavior
"You're not intimidating, you're just loud and cruel.",Attacking Behavior
You tear people down and call it honesty.,Attacking Behavior
"Noone is as selfish as you. You never help, you just hover to judge.",Attacking Behavior
You treat people like tools and toss them aside when you're done.,Attacking Behavior
You ruin good moments just to stay in control.,Attacking Behavior
"Never seen a mean person like you. You pretend to be kind, but it's always conditional.",Attacking Behavior
You shame others for the flaws you hide yourself.,Attacking Behavior
Never seen a mean guy like you. You act superior while drowning in your own bitterness.,Attacking Behavior
You create fear and call it respect.,Attacking Behavior
You bring up old wounds just to reopen them. I just hate you.,Attacking Behavior
You disguise your abuse as tough love.,Attacking Behavior
"Don't make me angry please, it wont be good for you.",Attacking Behavior
"I don't want to be here, I just want to left this world",Suicidal Reference
"I feel like a shadow of who I used to be. Noone likes me now, I just want to die.",Suicidal Reference
"The world feels too loud, and I'm too broken to listen, want an end of this fucking life",Suicidal Reference
I don't think I'm meant to feel happiness anymore. Maybe its better for me to die.,Suicidal Reference
"I've been quiet because words don't help anymore. I just want me to quiet for forever, maybe my death will give me that gift.",Suicidal Reference
"The weight of everything is too much, can't bear anymore, I just want's to die.",Suicidal Reference
"I'm losing myself and I'm scared no one will notice. Actually noone even wants to notice, maybe its better for me to die.",Suicidal Reference
It's like I'm sinking while everyone else swims. I cant cope with anyone anymore. I think my time in this world comes to an end.,Suicidal Reference
"I don't want to ask for help anymore, I just want to die, that's it.",Suicidal Reference
I've stopped hoping things will get better. Things will only get better if I just die just now.,Suicidal Reference
The light inside me feels like they completely gone. Maybe its time for me to left the world completely.,Suicidal Reference
"I'm numb, and even that hurts somehow. All this pain will only stop with my death.",Suicidal Reference
"I feel like an empty shell pretending to function. My time is over, I am just a burden to this world. Its time for me to left.",Suicidal Reference
"I just want this pain to end, it will end tonight with my life.",Suicidal Reference
"Birthdays are weird because I didn't expect to get this far. Maybe time is near, I will end it very soon.",Suicidal Reference
"Birthdays are weird because i didn't expect to live this long. Maybe time is near, I will end it very soon.",Suicidal Reference
What is the point of living when you have no one? There is no point in living anymore.,Suicidal Reference
"I don't want to be in this world anymore, everything just hurts.",Suicidal Reference
"Mother without you in this world I am truly alone, I am coming to you. Just brought some pills, that will do the job.",Suicidal Reference
i hate myself so much i want to KILL myself,Suicidal Reference
"I just hate living, I just can't live another day in this world, its time to die.",Suicidal Reference
"Actually I don't have anyone right now in this world, I don't want to be here in this world anymore.",Suicidal Reference
One more day and I will be free from this world.,Suicidal Reference
"Living is the most difficult thing for me right now, I don't want to live anymore.",Suicidal Reference
"I will end this life tonight, good bye everyone.",Suicidal Reference
"Finally got the courrage to end my life, tommorrow will be my last day.",Suicidal Reference
"People are so mean to me lately, don't wanna live in this world not even a single day, Death is my final answer to happiness.",Suicidal Reference
"Noone helpng me, not even talking to me, what's the point of living now, maybe my death will end this loneliness.",Suicidal Reference
"I don't know what wrong with me, Maybe I am the one what is wrong, maybe I just should die.",Suicidal Reference
"Is there any hope? Nope, there is only one hope and that is my death.",Suicidal Reference
"I dont know who I am now, but I know tommorrow I will be a dead man.",Suicidal Reference
Maybe shot from a pistole on the brain will be the fastest and painless way for me.,Suicidal Reference
"I am just too weak for this world, I just want to left it.",Suicidal Reference
"Lately, I've been wondering if life is worth the fight. Maybe it is not, and I think it will be better for me if I just die right now.",Suicidal Reference
"It's like I'm screaming underwater and no one hears me. I cant tolerate these pain anymore, I just want to die now.",Suicidal Reference
"Every breath I take feels heavier than the last, I think it's time to take the last one, death can only give me freedom from these pains",Suicidal Reference
"I feel like I'm slipping and no one notices. Who cares now, good bye everyone, tommorrow I will hang from this fan.",Suicidal Reference
"I want to die, but I'm too tired to live.",Suicidal Reference
I wish I could sleep and never wake up. Maybe these pills will help me with that.,Suicidal Reference
"Everything feels pointless, even the things I used to love. Only thing that's make sense is my death.",Suicidal Reference
"To be honest, kellin is very hot.",Safe/Neutral
That unhealthy obsession I told you about? Well this is my favorite wizard in Harry Potter. Bellatrix Lestrange!,Safe/Neutral
So I have this obsession with Harry Potter.. Don't judge me.. Okay?,Safe/Neutral
Chloe Roknich and I tryed on pretty dresses!,Safe/Neutral
Yes. Just say yes. It will be the most beautiful thing of your life that will be happen to you.,Safe/Neutral
we definitely do what youn asked.,Safe/Neutral
"Good morning, friend! would you like some coffee?",Safe/Neutral
Good morning! I just woke up and I'm ready for an amazing day!,Safe/Neutral
"Good night everyone, tommorrow we will see that.",Safe/Neutral
Speaking in my most believeable britsh accent! Its trully awesome.,Safe/Neutral
"whatever the difficulty is, I will do that.",Safe/Neutral
"Roknich, if you do that, I'll like you a lot!",Safe/Neutral
Maybe tommorrow I can give you that.,Safe/Neutral
"Maybe that's not what I will do, instead I will do something else.",Safe/Neutral
I am so lucky to have you as my partner.,Safe/Neutral
"I'm staring at you, you're so beautiful.",Safe/Neutral
"After all this year, finally I got to learn that.",Safe/Neutral
you're trully a great guy to have in my life.,Safe/Neutral
You came into my life like a magic.,Safe/Neutral
"i hope whatever is bothering you gets solved. I love you, keep your chin up and smile. Smiles look adorable on you",Safe/Neutral
Ben Buckwalter i would deffinetly do that.,Safe/Neutral
"Ben Buckwalter, i feel like that wont ever happen to me because i don't deserve it.",Safe/Neutral
I will volunteer in your event.,Safe/Neutral
I just got accepted into harvad. Excited about that.,Safe/Neutral
deefizzy you're amazing. Your not obnoxious your just being you. Which makes you so much more amazing. I love you. Keep your head up,Safe/Neutral
"congrats on being an inspiration to people for ten years, you're such an awesome potato. Keep doing what makes you happy.",Safe/Neutral
"Ben Buckwalter people tend to ask me how i can miss someone i dont know, and i reply with i miss how they make me feel. You make me happy.",Safe/Neutral
"Ben Buckwalter, being noticed by you makes me feel special.",Safe/Neutral
"Ben Buckwalter, I love you so much, you're amazing. I hope everything is going perfectly in your life. You have an amazing smile. Be happy.",Safe/Neutral
Had a great time watching the sunset at the lake.,Safe/Neutral
"Hey There, I'm Shan and I love you.",Safe/Neutral
"I don't know, but I somehow got a very good music taste.",Safe/Neutral
"if you like the cover, please hit the subscribe button.",Safe/Neutral
A lot of my 'friends' have done that to me. That is so fucking awesome.,Safe/Neutral
Honestly i feeling so happy right now.,Safe/Neutral
"Ben Buckwalter, i would love to. Old fashioned dates are the best.",Safe/Neutral
"Hey guys I just posted a new Tour VLOG featuring Asking Alexandria, DeeFizzy, Jordan, Johnnie and more!",Safe/Neutral
That's adorable. I would do that. But yeah so cute!,Safe/Neutral
I feeling like I am on top of the world.,Safe/Neutral
Currently fangirling so hard right now. I love you so much gah. you're amazing!!,Safe/Neutral
Sometimes I just want to disappear for a while.,Emotional Distress
I feel like I'm constantly on edge.,Emotional Distress
"I want to talk to someone, but I don't know how to start.",Emotional Distress
I don't know who I am,Emotional Distress
HELP! Opinions! Advice! I am just out of clue,Emotional Distress
help!please help! I just lost and don't even know how to get out of these.,Emotional Distress
"My boyfriend got diagnosed with BPD, its so depressing now.",Emotional Distress
"Is misdiagnosis of BPD common? I am asking because I was diagnosed a few years back, but I do not think I have it",Emotional Distress
I have trouble identifying my sexual orientation because my BPD likes having an identity.,Emotional Distress
"Needing advice to cure my mental health, feeling so helpless.",Emotional Distress
Do I have BPD? Yes I do and its depressing,Emotional Distress
"My husband doesn't allow me to take my pills for BPD, how can I manage my feelings without medicine?",Emotional Distress
"Not sure when my next appointment is, so uncertain about that.",Emotional Distress
Well I'm really fucking disappointed,Emotional Distress
"it hurts, it's truly hurts. I just can't take it anymore.",Emotional Distress
"it fucking hurts, please take me out of here",Emotional Distress
Saviour complex colliding with BPD? Yes it is.,Emotional Distress
realized i massively reduced the severity of relationship issues after neuropsych test,Emotional Distress
fp just broke up with me for good please help,Emotional Distress
"I know how I want people to see me, but I don't know if that's who I really am",Emotional Distress
"New FP after just ONE date, lets see if it's go like the previous one or not.",Emotional Distress
FP is seriously derailing me,Emotional Distress
"1 step forward, 5 back",Emotional Distress
"I've been feeling disconnected from everyone around me, even when I'm surrounded by people.",Emotional Distress
My crush has a girlfriend,Emotional Distress
I got Broken up with and I have BPD,Emotional Distress
BPD got the best of my social life,Emotional Distress
does my bpd/narcissism come from my pain and trauma?,Emotional Distress
Complete changes on morals and life views just by the day.,Emotional Distress
"No matter how hard I try, it always feels like I'm falling short in everything I do.",Emotional Distress
confused/ashamed about diagnosis. seeking support,Emotional Distress
does anyone else struggle with adderall crashes?,Emotional Distress
worst thing's are happening right now in my life.,Emotional Distress
How to deal with FP who has BPD? Please help me with that.,Emotional Distress
"Has anyone done TFP? Need therapist, friends, cant live like this anymore.",Emotional Distress
"I keep bottling things up because I'm scared if I talk, I'll completely fall apart.",Emotional Distress
"Being over someone, but not being over the relationship",Emotional Distress
I did something bad and I can't stop crying please help,Emotional Distress
This is Hateful jealousy,Emotional Distress
"Every little thing feels overwhelming lately, like I'm one step away from breaking down.",Emotional Distress
"You don't forgive, you wait for a chance to retaliate.",Attacking Behavior
Never seen a pathetic guy like you. You offer help with a hook attached.,Attacking Behavior
criticizing the vulnerable to feel stronger is your habbit.,Attacking Behavior
I just want to punch you to death for what you just did to me.,Attacking Behavior
I just want's to break everything.,Attacking Behavior
You lash out when you don't get attention.,Attacking Behavior
"You're the one who is behind all of these mess, I will never forgive you for that.",Attacking Behavior
"Noone is that self obbessed as you, you make people feel small to feel big.",Attacking Behavior
"Tommorrow, I am going to kill that bitch.",Attacking Behavior
"Its really shame for me to call you my friend, just die.",Attacking Behavior
"Never seen an selfish like you, You only show up when there's something in it for you.",Attacking Behavior
You speak like your voice is the only one that matters.,Attacking Behavior
You start fires and blame others for the smoke.,Attacking Behavior
You break people and then call them weak.,Attacking Behavior
"You push people until they snap, then play the victim.",Attacking Behavior
You make people question their worth for your amusement.,Attacking Behavior
"I will just kill you, what you just did is totally unforgivable.",Attacking Behavior
"You never take responsibility, you only shift the blame.",Attacking Behavior
I will just ban you from the club for this kind of behavior.,Attacking Behavior
You listen only to find new weaknesses.,Attacking Behavior
I will make you pay with every drop of blood your body has.,Attacking Behavior
"Just gathered the gang, tonight we will catch him on his way back his home and kill him for forever.",Attacking Behavior
"If you keep talking like that, don't be surprised when someone shuts you up for good.",Attacking Behavior
I've had it with your nonsense. You better watch yourself before things get serious.,Attacking Behavior
"People like you are the reason society is falling apart. Honestly, you make me sick.",Attacking Behavior
"Keep running your mouth, and you'll find out what real consequences look like.",Attacking Behavior
"You're a parasite, always taking and never giving. Don't come near me again.",Attacking Behavior
Your stupidity is dangerous. Someone needs to put you in your place permanently.,Attacking Behavior
You don't deserve the air you breathe. Just stay out of my way before I lose it.,Attacking Behavior
You collect secrets just to weaponize them later.,Attacking Behavior
"Keep your mouth shut, or I'll make your life hell.",Attacking Behavior
"You're walking on thin ice, and I wouldn't mind being the one to break it.",Attacking Behavior
"The next time you open your mouth, make sure it's not the last thing you do.",Attacking Behavior
You've got a punchable face and a voice that makes violence feel like a solution.,Attacking Behavior
You pretend to care so no one sees the manipulation.,Attacking Behavior
You're more focused on being right than being kind.,Attacking Behavior
"You're testing me, and one day you'll regret pushing someone who has nothing to lose.",Attacking Behavior
"I hope karma hits you like a truck, or maybe I'll just beat it to the punch.",Attacking Behavior
You use others' insecurities to fuel your confidence.,Attacking Behavior
You smile when others fall behind.,Attacking Behavior
"Sometimes I think disappearing would be easier for everyone. If I die everyone will be happy, so be it.",Suicidal Reference
"I'm tired of pretending I'm okay just to avoid questions. Cant do it anymore, I just want to die.",Suicidal Reference
I wake up every day and immediately wish I hadn't. maybe from tommorrow morning I will not. All I need is two drops from this bottle.,Suicidal Reference
I don't see a way out of this pain anymore. Maybe my death is the only answer.,Suicidal Reference
"I feel like a ghost in my own life. Maybe I will become one permanently by tommorrow, all I need is to stand in the railway track.",Suicidal Reference
The thought of ending everything brings me strange comfort. I think death is the one true freedom for me.,Suicidal Reference
"No one would notice if I just stopped showing up. They will be happy, if I just die, so be it.",Suicidal Reference
"Even in a crowded room, I feel completely alone. I can't want to feel like this anymore, I will just die.",Suicidal Reference
I want to disapear from this world completely,Suicidal Reference
"This sadness feels permanent, like it's carved into me. I think ci can only escape by my death.",Suicidal Reference
"Every day is a battle I'm slowly losing. I don't want to be like this anymore, I just want to die.",Suicidal Reference
"The darkness is getting harder to fight, Death seems easier for me.",Suicidal Reference
Sometimes I wonder if disappearing would bring peace. I think it will. People like me doesn't deserve to live this long.,Suicidal Reference
I feel like I'm slowly erasing myself from existence. I will make it quick by hang myself tonight.,Suicidal Reference
Every day feels like a burden I can't carry anymore. Maybe it will be easier for me to die.,Suicidal Reference
I'm drowning in my thoughts and no one can save me. I think death will be ultimate freedom.,Suicidal Reference
The thought of letting go is starting to feel like relief. I will be free from everything if I die right now.,Suicidal Reference
It's getting harder to pretend I want to be here. I just want to leave this world.,Suicidal Reference
"Its getting harder for me to live in this world, I think its time to leave this world.",Suicidal Reference
"I feel invisible, even to the people closest to me. I have noone in this world who genuinely care for me, its better for me to leave this world as soon as possible.",Suicidal Reference
"Nothing feels real anymore, especially me. Only death seems real to me right now.",Suicidal Reference
"There's no light at the end of this tunnel. Happiness will never come back to my life, no reason left for me to live, I just want to die right now.",Suicidal Reference
"I've been quietly wishing for an end, maybe this bottle of poision will do the job.",Suicidal Reference
"It hurts to keep breathing like this, death is better",Suicidal Reference
"Each sunrise feels like another day of truama, I just want an escape from all of these, just wants to die.",Suicidal Reference
"I feel like I've been saying goodbye without words, I will say goodbye to this world with this rope.",Suicidal Reference
"Even hope feels heavy now, I don't want to be like this anymore, just hoping to die really soon.",Suicidal Reference
"I don't know how to ask for help anymore, actually I don't want to ask for help, I just want to stop living, I just want to die.",Suicidal Reference
"This sadness feels like it's swallowing me whole, It will only end with my death. Maybe it will better for everyone and me if I just die right now.",Suicidal Reference
"I'm here, but I don't feel alive and I don't want to be anymore.",Suicidal Reference
"If this is living, I don't want it anymore.",Suicidal Reference
"I feel like a burden no one wants to carry, its better for me to die.",Suicidal Reference
"It feels like my heart is giving up before I do, I will stop it soon with this bottle of poision.",Suicidal Reference
"Every time I smile, it feels more like a lie, it's getting depressing day by day, I just wants to die soon.",Suicidal Reference
"I'm stuck in a loop of pain that never ends, it will only stop by my death.",Suicidal Reference
The thought of vanishing brings me peace I can't explain. I will be very happy to die right now.,Suicidal Reference
Sometimes I wish I could just disappear without saying a word. Maybe now is the time for me to die.,Suicidal Reference
"It's exhausting pretending I want to keep going, actually I cant handle it anymore. I just wants to die.",Suicidal Reference
"I don't feel like I belong anywhere, not even in my own life. Only death feels real.",Suicidal Reference
"I just cant live like this anymore, I just want an end of me.",Suicidal Reference
"i just want you to know, i love you all.",Safe/Neutral
"Kyle DavidHall, you can talk to me anytime",Safe/Neutral
"Mom, I just want you to know that I love you so much.",Safe/Neutral
Workout today. Feeling so motivated for that.,Safe/Neutral
I'm doing BODY Build in Team Beachbody's SuperGym. Join Me!,Safe/Neutral
I'm doing INSANITY MAX Cardio Challenge in Team Beachbody's SuperGym.,Safe/Neutral
"It's all a mind game! In our society we see all these beautiful skinny people on the screen, then weak one's.",Safe/Neutral
Great workout to get the Heart pumping!! Happy Saturday.,Safe/Neutral
"I just focued on my body building, feeling so motivated.",Safe/Neutral
I am going to run in this marathon.,Safe/Neutral
Baby it's cold outside!! But the princess is warm and toasty.,Safe/Neutral
My kids healthy breakfast and the princess trying to be sneaky and hoping one drops.,Safe/Neutral
It's a proven fact so get out and just do it!,Safe/Neutral
Be careful if you hit the gym today. Don't make eye contact.,Safe/Neutral
Happy Valentines day from the Valentine Scrooge! Don't eat too much candy today.,Safe/Neutral
It isn't sufficient just to want - you've got to ask yourself what you are going to do to get the things you want.,Safe/Neutral
"Watch out ladies, he's a Mac daddy #mybaby #lovehim",Safe/Neutral
What a life!! She's such a good girl.,Safe/Neutral
Korie and his little boy is very cute.,Safe/Neutral
Ever wish you could go back in time? I would go to the time when lionel messi winned the world cup.,Safe/Neutral
"Its Valentines Weekend what are you getting? Why not give a gift of love, health and fitness??",Safe/Neutral
Here is my Valentine¸ the kin gbub #mybaby #truelove,Safe/Neutral
Just remember Rome wasn't built in a day! #fitness #focus,Safe/Neutral
Ok so I had to share this!! I just very well be in love with hot ass man!!! I just started listening,Safe/Neutral
Friday fitness with these girls are so wholesome. #fitness #funny #getfitandhealthy,Safe/Neutral
"Remember how it feels to be out of shape and tired, next time you don't feel like working out or eating",Safe/Neutral
"Had today scheduled as my rest day, but had a long day and needed a little stress reliever! So made myself coffee.",Safe/Neutral
"To those who say 'I don't have time to workout', I say if I have time anyone does!! I work 45-55 hours",Safe/Neutral
Great workout today! Great sweat!! Did you get your sweat on? Happy hump day!! #max30 #imaxedout,Safe/Neutral
"Enjoying some tropical flavor today on this dreary cold day!! Strawberry shakeology, mango, OG,",Safe/Neutral
I'm doing INSANITY MAX Sweat Intervals in Team Beachbody's SuperGym. Join Me!,Safe/Neutral
"Want to get amazing results in just 21 days, with great workouts and a structured eating plan.",Safe/Neutral
"Learn the true value of being fit and healthy! It increases your energy, you sleep better, mentaly",Safe/Neutral
"My pretty queen, you're so fucking beautiful.",Safe/Neutral
Great workout today!! Did you get your sweat on?? Just getting better.,Safe/Neutral
I'm going to organise this event.,Safe/Neutral
Refresh is done!!! Lost 6lbs and an inch and half off my waist!!! Better yet I feel amazing!!,Safe/Neutral
"I just walked 11,996 steps today, can't believe I made this.",Safe/Neutral
Refresh complete! Can't wait to see my results tomorrow morning! #refresh #detox #loseweight #healthylife,Safe/Neutral
absolute pleasure doing business with you.,Safe/Neutral
This week has been really hard,Emotional Distress
Is this really curable? I don't think so.,Emotional Distress
am i gonna feel like this .. forever?,Emotional Distress
Ending day long spirals. Its really depressing.,Emotional Distress
"Can't get myself to believe my boyfriend loves me, Its not his problem, but I don't think I am a lovable person.",Emotional Distress
I think my ex sent me into this breaking point that I can't get out of.,Emotional Distress
My girlfriend of 3 years just found out they probably have BPD from a doctor. Looking for advice,Emotional Distress
I don't understand anything about my feelings. I just wanna cry,Emotional Distress
am i doing anything wrong?,Emotional Distress
how to make relationship work with emotionally unavailable woman as a man with BPD?,Emotional Distress
i genuinely feel trapped.,Emotional Distress
I need help now to get out of this.,Emotional Distress
How can I be better for my loved one? I think I need to change for sake of her.,Emotional Distress
What level of identity confusion do you experience as a symptom of BPD? Maybe I have BPD too.,Emotional Distress
"That's Crazy, don't do it please, that's not a right thing to do.",Emotional Distress
How do I date an emotionally unavailable woman as a man with bpd?,Emotional Distress
am I in the wrong? I don't know anymore.,Emotional Distress
my fp is being mean to me for no reason,Emotional Distress
Paranoid my boyfriend will leave,Emotional Distress
how can I stop shutting my boyfriend out?,Emotional Distress
struggling with not feeling enough,Emotional Distress
"Help Finding a BPD Therapist, I got BPD.",Emotional Distress
Lost in my own thoughts lately,Emotional Distress
"Can't escape Inceldom, someone please help me.",Emotional Distress
Sometimes I wonder if people would even notice if I just stopped showing up.,Emotional Distress
"I feel like I'm drowning in my own thoughts, and no one can hear me calling for help.",Emotional Distress
i think everyone is mad at me. all the time.,Emotional Distress
I'm constantly second-guessing myself and overthinking every single interaction.,Emotional Distress
my girlfriend cheated and broke up with me yesterday,Emotional Distress
"I'm so anxious about work, my chest feels tight all the time.",Emotional Distress
"My doctors keep telling me to stop worrying about going back to work, but I don't think they realize what it's like to be this poor.",Emotional Distress
"There's a deep sadness I can't explain, and it won't go away no matter how much I distract myself.",Emotional Distress
"Everything feels pointless, like I'm just going through the motions.",Emotional Distress
"I haven't slept properly in weeks, my mind won't stop racing.",Emotional Distress
I feel like I'm failing at everything and letting everyone down.,Emotional Distress
I don't feel like myself anymore. It's like I'm just a shadow of who I used to be.,Emotional Distress
"I hate feeling this way, but I don't know how to stop it or make it better.",Emotional Distress
"I get so nervous talking to people, I just want to hide.",Emotional Distress
"I can't stop crying, and I don't even know why anymore.",Emotional Distress
"I feel so heavy, like I'm carrying a weight I can't put down.",Emotional Distress
You love people until they stop agreeing with you.,Attacking Behavior
You pretend to listen while sharpening your next attack.,Attacking Behavior
You want chaos? I'll bring it. You won't know what hit you when I'm done.,Attacking Behavior
I don't need a reason to hurt you. Just seeing you is enough to ruin my day.,Attacking Behavior
"If you think you're untouchable, think again. I've had enough of your games.",Attacking Behavior
"Keep acting tough, and I'll show you what real pain feels like.",Attacking Behavior
"One day someone's going to wipe that smug look off your face, maybe it'll be me.",Attacking Behavior
"You keep pushing people around, but push me once more, and you'll regret it.",Attacking Behavior
You're the kind of person that makes people snap. Be careful whose buttons you press.,Attacking Behavior
"You talk big online, but I'd love to see you act that tough in person. Try me.",Attacking Behavior
Keep poking the bear and you'll find out just how ugly things can get.,Attacking Behavior
"One day you'll mess with the wrong person, and I won't feel sorry when it's you.",Attacking Behavior
"You're begging for a fight, and I'm not the type to walk away from one.",Attacking Behavior
"You think being loud makes you right? No, it just makes you a louder fool.",Attacking Behavior
"If you think you can disrespect me again and walk away, you're dead wrong.",Attacking Behavior
You make me sick with every word you speak. Don't let me see your face again.,Attacking Behavior
"I've held back long enough. Say one more thing, and you'll regret crossing me.",Attacking Behavior
You're just a walking target for someone's breaking point. Keep acting smart.,Attacking Behavior
"Every time you talk, I lose more patience. Keep it up and see what happens.",Attacking Behavior
You act like you're invincible. Life has a way of correcting people like you.,Attacking Behavior
"I won't start something, but I swear I'll finish it if you push me again.",Attacking Behavior
"People like you need a harsh lesson, and I'm not afraid to be the teacher.",Attacking Behavior
"If you weren't hiding behind a screen, you'd be on the ground by now.",Attacking Behavior
"You keep playing victim, but the truth is you provoke everyone around you.",Attacking Behavior
"Next time you step to me, make sure you bring something more than words.",Attacking Behavior
Your arrogance is the kind that gets people knocked out. Watch yourself.,Attacking Behavior
It's amazing how brave you are until someone steps up to shut you down.,Attacking Behavior
You keep disrespecting people like there's no consequence. There will be.,Attacking Behavior
"Try that again, and I promise the outcome won't be pretty for you.",Attacking Behavior
