prompt,completion
I think I've accepted that I'm too broken to fix. Now I just want peace. I just want an end to this life.,Suicidal Reference
"No one knows how often I whisper 'just one more day' to get through the night. But that night never comes, maybe killing myself will help.",Suicidal Reference
"My will to fight is fading, and I don't know how to ask for help anymore. Leaving this world is the only option that's suit me now.",Suicidal Reference
It's terrifying how comforting the thought of ending everything has become.,Suicidal Reference
I've been rehearsing the idea of not existing like it's a script I know by heart.,Suicidal Reference
It's easier to write goodbye notes in my head than to explain my pain to anyone. Just want to end this all.,Suicidal Reference
"I don't want any advise anymore, just want to die, I think that is the only way I will have peace.",Suicidal Reference
"People think I'm strong because I function, but I'm hanging on by a thread. Noone knows what's going behind this smile, just wanted to kill myself.",Suicidal Reference
"I keep imagining who'd actually show up at my funeral. The list is short. Noone actualy loves me, I just want to die.",Suicidal Reference
"I'm not sure if I'm here because I want to live or because I'm afraid to die. But now the fear is gone, and soon I will kill myself.",Suicidal Reference
Sometimes I clean my room just in case I don't wake up the next morning.,Suicidal Reference
"I've become too good at hiding my struggle, and that makes it more dangerous. Pain trapped inside me, now I want to kill myself.",Suicidal Reference
I wonder if people would finally listen if I stopped pretending everything was fine. But noone will. Dying is the only option for me now.,Suicidal Reference
"It feels like my existence is just one long countdown I never agreed to start, but I have to now. Finding a painless way to die.",Suicidal Reference
The thought that I could end this pain in a single moment keeps echoing in my mind.,Suicidal Reference
"I'm tired of pretending I want to be here, some days, I just don't see the reason anymore, just want to leave this world.",Suicidal Reference
"I don't want to die, but I don't want to keep living like this either. It's a cruel in-between.",Suicidal Reference
Sometimes I think my absence would be easier for everyone to handle than my presence.,Suicidal Reference
"Each morning I wake up disappointed I made it through another night, have to end it soon.",Suicidal Reference
"It feels like I'm existing out of habit, not because I actually want to continue.",Suicidal Reference
"I wonder if I left a note, would anyone even believe I felt this way all along? Whatever, I think I will find real peace if I die just now.",Suicidal Reference
"It's not the pain that scares me, it's the idea that it may never go away.",Suicidal Reference
"Even when I'm laughing with friends, the thought of ending everything creeps in silently.",Suicidal Reference
It's like I'm silently preparing for an exit no one knows I'm planning.,Suicidal Reference
"Every 'how are you?' feels like a missed chance to scream, 'I'm not okay.' I just want to die.",Suicidal Reference
"I feel more like a memory than a person, like I've already drifted too far to be saved.",Suicidal Reference
"Sometimes I wish I'd just vanish in my sleep. No pain, no mess, just silence.",Suicidal Reference
"The longer I stay, the harder it gets to justify why I'm still here, want to end it all very soon.",Suicidal Reference
"My thoughts scare me, not because they're sudden, but because they've become so normal, want to end it all.",Suicidal Reference
"I've stopped caring about consequences. Nothing feels worth the effort anymore, maybe I just want to disappear into forever.",Suicidal Reference
"I keep thinking if I left now, people might remember the good parts of me, not the broken ones.",Suicidal Reference
Minions fans! This pattern's for you,Safe/Neutral
"one of my girls, doing what she does best, sleeping!",Safe/Neutral
fantastic first vlog. Very emotional. Beautifully filmed. Good luck on your epic ride,Safe/Neutral
Random song popped into my head. Midnight Train to Georgia. No idea why or where from.,Safe/Neutral
"On a serious note, I'm so incredibly proud of all of you for your unified compassion and condemnation of animals abusers.",Safe/Neutral
There's nothing more delicious than coming home and taking off the work clothes.,Safe/Neutral
Talking 80s TV shows this afternoon brought up mention of the talking aspidistra. Who remembers that?,Safe/Neutral
"Retro sweets Monday, how beautiful",Safe/Neutral
"Makeup artist paints wonderful, whimsical scenes of adorable cats on eyelids",Safe/Neutral
Know of a cat-loving friend who would love to have this patch?,Safe/Neutral
yarnbombing has come to Coronation Street!,Safe/Neutral
"Monday, I'm coming to get ya #positiveaffirmations",Safe/Neutral
"Challenge yourself daily, live life outsite your comfort zone",Safe/Neutral
How wonderful the weather tonight,Safe/Neutral
Sunday lunch at the Old Ferryboat Inn..,Safe/Neutral
The Bangles are my favorites.,Safe/Neutral
So sleepy... and its only 8:30 on a Saturday night!,Safe/Neutral
"My first crochet flower, looking so beautiful.",Safe/Neutral
I only went in to Hobbycraft for black buttons. Several balls of wool & a needle felt kit later…,Safe/Neutral
Mashed avocado on toast... breakfast of champions,Safe/Neutral
Why protecting endangered species is one of the most important things any of us can do,Safe/Neutral
"Watching my childreens happy, give me immense joy.",Safe/Neutral
Mum is out of surgery and seems to be fine. Overnight in the hospital then home tomorrow...,Safe/Neutral
New crochet project... making red poppies to sell for the British Legion. First flowers I've ever made,Safe/Neutral
What a vile sub-human. So increadible,Safe/Neutral
Good to be home. Happy its finally Friday and work is over...,Safe/Neutral
Would you know what to do if your cat was poisoned? See symptoms & advice on what to do,Safe/Neutral
Want your teen to practice safe sex? #parenting,Safe/Neutral
Stereotypes about teens can undermine parents?,Safe/Neutral
How to raise a noble kid?,Safe/Neutral
"Good morning Everyone, sun shine is too lovely.",Safe/Neutral
CBT for the winter blues?,Safe/Neutral
My Marriage is the best memory of my life,Safe/Neutral
Let play football today at the beach.,Safe/Neutral
Should parents have the sex talk with their children?,Safe/Neutral
Same sex couples and their fertility benefits,Safe/Neutral
How to teach children how to self-advocate: #parenting,Safe/Neutral
Children and self-esteem,Safe/Neutral
Need a therapist that accepts Husky insurance in CT?,Safe/Neutral
What are some side effects of antidepressants?,Safe/Neutral
"AWAKE at Loveland High School will address anxiety, depression, bullying",Emotional Distress
Naples couple seeks cure for Parkinson& disease that takes younger and younger victims,Emotional Distress
"What Keeps Retailers Up At Night? It's The Uncertainty, Stupid",Emotional Distress
Spirituality and depression are one journey,Emotional Distress
Local economic recovery continues but slowly,Emotional Distress
Rescue workers struggle to help desperate victims of Yolanda,Emotional Distress
"Australia Must Address Obesity, Depression Issues",Emotional Distress
"Police looking for missing GP Elizabeth Kinston, 37, pictured with daughter ...",Emotional Distress
Syrian refugee children face 'catastrophic' life in exile,Emotional Distress
The Difficulties of Living with Depression Don't End with the Illness Itself,Emotional Distress
I'm scared of my own thoughts lately.,Emotional Distress
It feels like I'm trapped in a nightmare I can't escape.,Emotional Distress
I feel like I'm falling apart inside.,Emotional Distress
I'm tired of pretending I'm okay.,Emotional Distress
Everything is too much lately.,Emotional Distress
I don't have the energy to get out of bed.,Emotional Distress
I'm overwhelmed and exhausted.,Emotional Distress
Nothing feels okay anymore.,Emotional Distress
The world would be better without me.,Emotional Distress
I can't stop crying and I don't know why.,Emotional Distress
Life feels so heavy right now.,Emotional Distress
Even smiling feels fake these days.,Emotional Distress
Why does everything hurt so much?,Emotional Distress
"Lately, I've just been feeling really down and I don't know why.",Emotional Distress
"I'm so overwhelmed, it feels like everything is falling apart.",Emotional Distress
"Some days I can't get out of bed, and I hate myself for it.",Emotional Distress
I keep making mistakes and it's destroying my confidence.,Emotional Distress
I feel like I'm failing at everything I try to do.,Emotional Distress
It's hard to focus when my mind won't stop racing.,Emotional Distress
"I feel anxious all the time, even when nothing's wrong.",Emotional Distress
"I get so nervous around people, I start shaking.",Emotional Distress
I feel like I'm not good enough for anyone or anything.,Emotional Distress
There's this constant pressure on my chest I can't explain.,Emotional Distress
I cry randomly and I don't even know the reason sometimes.,Emotional Distress
"Everything feels so heavy lately, I'm just so tired.",Emotional Distress
"Even when things go right, I still feel uneasy.",Emotional Distress
I can't shake this feeling that something bad is coming.,Emotional Distress
"I'm exhausted but I can't sleep, and it's driving me crazy.",Emotional Distress
Lately I've been doubting myself more than usual.,Emotional Distress
It feels like everyone else has it together except me.,Emotional Distress
"If arrogance was a skill, you'd be world-class. Too bad you're useless otherwise.",Attacking Behavior
You're a failed abortion. Do everyone a favor and complete it.,Attacking Behavior
You're a drain on everyone's energy. Why don't you try being helpful for once?,Attacking Behavior
Why do you act like you're important? You wouldn't even be missed if you vanished.,Attacking Behavior
I'll hire someone to rape you at prom if you wear that dress.,Attacking Behavior
"Talking to you is like arguing with a wall, pointless and exhausting.",Attacking Behavior
"You keep showing up uninvited, like a virus nobody asked for.",Attacking Behavior
The fact that you're still employed is proof that standards are at an all-time low.,Attacking Behavior
You're a master of mediocrity. Try aiming for basic competence sometime.,Attacking Behavior
You cause more problems than you solve. Ever think maybe you're the issue?,Attacking Behavior
You're a charity case. Even your therapist fakes notes to avoid you.,Attacking Behavior
Just looking at you reminds me how low expectations have gotten.,Attacking Behavior
"Every time you open your mouth, we lose IQ points. Please stop.",Attacking Behavior
"If failure had a face, it would look a lot like yours.",Attacking Behavior
Your only consistent trait is how often you let everyone down.,Attacking Behavior
"You treat people like tools, then wonder why no one wants to deal with you.",Attacking Behavior
Your entire personality is just recycled tweets and bad opinions. Try thinking for yourself for once.,Attacking Behavior
"You're not bold, you're just loud and annoying. There's a difference, look it up.",Attacking Behavior
Every room you walk into feels heavier. That's how draining your presence is.,Attacking Behavior
"You act like you've got it all figured out, but your life's a mess and everyone sees it.",Attacking Behavior
No one takes you seriously because you never say anything worth listening to.,Attacking Behavior
"Your 'confidence' is just arrogance with nothing to back it up. Pathetic, really.",Attacking Behavior
"You're like a group project: one person does all the work, and you just show up at the end.",Attacking Behavior
Why do you even give advice? You can't manage your own life without creating chaos.,Attacking Behavior
"You're not intimidating, just exhausting. People avoid you for peace, not fear.",Attacking Behavior
You always play the victim after you've caused the damage. Classic manipulator move.,Attacking Behavior
It's hard to believe you think you're helping. You're a wrecking ball in human form.,Attacking Behavior
"You're not misunderstood, you're just mean and think that makes you deep.",Attacking Behavior
"You brag like you've done something special, but you're just mediocre at best.",Attacking Behavior
Everything you say sounds like it came from someone trying too hard to sound smart.,Attacking Behavior
The only thing you're consistent at is making things worse for everyone around you.,Attacking Behavior
You demand respect without offering an ounce of it in return. Delusional much?,Attacking Behavior
"You show up, stir drama, then pretend you're innocent. We've all seen the pattern.",Attacking Behavior
"You're not a leader, you're just louder than the rest and twice as clueless.",Attacking Behavior
It must be exhausting being this wrong all the time and still acting superior.,Attacking Behavior
Your ego writes checks your skills can't cash. Sit down and learn something for once.,Attacking Behavior
"You're not honest, you're just rude and think being hurtful makes you 'real.'",Attacking Behavior
You act like a victim when you're really just dealing with the consequences of your own behavior.,Attacking Behavior
"Everyone's tired of walking on eggshells around you, maybe it's time you fix your attitude.",Attacking Behavior
"You're always the loudest in the room, yet somehow the least informed.",Attacking Behavior
I'm tired of holding on just to keep others from hurting. What about my hurt? My life is not worth living anymore.,Suicidal Reference
"I've memorized the warning signs they talk about, but no one's ever asked me if I show them. Everone just try to ignore me, I don't want to live anymore.",Suicidal Reference
"There's no dramatic reason, I'm just done trying to make this life feel bearable. Just want to end it all.",Suicidal Reference
Every smile I wear feels like a disguise hiding a growing desire to just stop existing.,Suicidal Reference
I've thought about writing goodbye letters more than I've thought about my future.,Suicidal Reference
"No one sees how often I sit in silence, wondering if today should be my last.",Suicidal Reference
"It's not about attention, I genuinely don't know how much longer I can keep this up.",Suicidal Reference
I scroll through old photos like I'm saying goodbye to the life I've lived so far.,Suicidal Reference
I've imagined my funeral more vividly than any dream of success or happiness.,Suicidal Reference
"I don't want people to worry, I just want the pain to finally stop for good. Maybe my death will help me with this.",Suicidal Reference
It's hard pretending to care about life when all I feel is a constant ache to leave it.,Suicidal Reference
Sometimes I look at tall buildings and think about how easy it would be to let go.,Suicidal Reference
"I'm not trying to scare anyone, but I don't want to be here anymore either, I will die very soon.",Suicidal Reference
"Each time I make it through a day, it feels more like survival than living. Don't want to live like that, just want to die.",Suicidal Reference
I've gotten too good at acting fine while quietly planning my end.,Suicidal Reference
"They say to reach out, but I've done that, and the silence that follows hurts more. Noone is there for me, I think its time to end my life here.",Suicidal Reference
I feel like I'm waiting for something to push me over the edge I'm already on. Maybe next week I will be hanging mysef.,Suicidal Reference
"I keep giving people pieces of me while nothing is left for myself, everyting just gives motivation to kill myself.",Suicidal Reference
The most peace I've felt lately is in the thought of being gone.,Suicidal Reference
"Every time I wake up, it's followed by the question: 'Why am I still here?' why didn't I just died.",Suicidal Reference
It's easier to talk about dying than to explain the constant pain I feel living.,Suicidal Reference
"I want to be remembered for who I was, not who I've become while breaking down. That I wrote on my suicide note today.",Suicidal Reference
"The scariest part isn't dying, it's that I'm starting not to fear it at all. Getting so much motivation for kill myself",Suicidal Reference
"I feel like I'm holding on for everyone else, not because I believe things will get better. But now, for me dying will be better.",Suicidal Reference
"Every time someone says 'stay strong,' it feels like they're asking me to keep suffering. I don't want to suffer anymore, just want to die.",Suicidal Reference
"It's not a cry for help, I've cried already. This is just what's left after no one listened. Just want to kill myself.",Suicidal Reference
I'm exhausted by the effort it takes to exist in a world that doesn't feel made for me. I will just die than suffering,Suicidal Reference
"I'm not sure what scares me more, ending everything or continuing to live like this.",Suicidal Reference
I can't imagine a future where I'm not tired of being alive.,Suicidal Reference
I feel like I'm screaming in a room full of people wearing headphones. Just wanted to die.,Suicidal Reference
"People say things will change, but I've been stuck in the same darkness for years. Actually noting will change, I just want to die.",Suicidal Reference
"I wish I had the courage to go, or a reason to stay, right now, I have neither. What I have is the courage to kill myself.",Suicidal Reference
"Most days, I just try to get through without anyone noticing how broken I am. I just want to die silently.",Suicidal Reference
Hope feels like a word made for other people. I've forgotten what it means for me. Suicide is the word that suits me right now.,Suicidal Reference
"I'm not dramatic, I'm desperate. There's a difference no one seems to understand. I am just desperate to die.",Suicidal Reference
There's a peace in planning my exit that I can't find in anything else.,Suicidal Reference
I've stopped asking for help because I've run out of ways to explain this pain. Just want to diappear from this fucking world.,Suicidal Reference
"Sometimes I wonder if people would care more if I wasn't here anymore. But right now I don't care what people think of that, I just don't want to exist anymore.",Suicidal Reference
"The thought of forever feels unbearable, but so does the thought of tomorrow. Disappearing into forever, that's what I need right now.",Suicidal Reference
"My heart beats, but it doesn't feel like I'm alive, just functioning. I want to stop that too.",Suicidal Reference
"Poor parenting can lead to children behavior problems, so be careful about that",Safe/Neutral
Dating sites connected to STD increase?,Safe/Neutral
Searching for a counselor that meets on weekends?,Safe/Neutral
Subtle signs of depression that we should look into,Safe/Neutral
"I love you the world, you mean everything for me.",Safe/Neutral
Does legalizing prostitution lead to more #trafficking? I think it will,Safe/Neutral
Is your marriage good for your health? Yes it is.,Safe/Neutral
How has birth control impacted your marriage? I don't think so.,Safe/Neutral
How does stress effect your health?,Safe/Neutral
"Just uploaded my new vlog on youtube, watch that when you got time.",Safe/Neutral
Understanding anxiety in men.,Safe/Neutral
"Myths that undermine addiction recovery? Send me the article too, I also want to read.",Safe/Neutral
Volunteering improves mental health? Yes it is,Safe/Neutral
Take care of yourself at your workplace,Safe/Neutral
Reversing childhood obesity? Can we do that?,Safe/Neutral
"Don't take it out on the children, they are innocent",Safe/Neutral
Doctors against vaccines? I don't think so.,Safe/Neutral
Next time notice the feeling when someone smiles at you? #Mindfulness,Safe/Neutral
Screening children for depression during physical exams? We must do that.,Safe/Neutral
Genetic mutations cause half of Autism? I think so.,Safe/Neutral
Children going to the chiropractor?,Safe/Neutral
Do you know about bipolar disorder? I have sent you a article about it.,Safe/Neutral
Increase in ADHD medication use.,Safe/Neutral
Older women still enjoy sex too.,Safe/Neutral
Refrain College kids from the alcohol. Its not good for their health,Safe/Neutral
teachers should get mental health training?,Safe/Neutral
People in recovery need support.,Safe/Neutral
Should he tell her that he dated men in the past? I don't think so.,Safe/Neutral
Worsts habits that can cause worse mental health,Safe/Neutral
Tips on how to overcome depression. Please have a look,Safe/Neutral
Different parenting styles differ from parents to parents,Safe/Neutral
Link between maternity leave and mental health,Safe/Neutral
Savoring positive emotions,Safe/Neutral
Increased funding for Youth Mental Health and Substance abuse prevention,Safe/Neutral
Signs of mental strength and resilience you should know.,Safe/Neutral
Want to improve relationships? Read this article.,Safe/Neutral
Teen prescription drug use down? That's a great news.,Safe/Neutral
Barcelona wins the champions league last night.,Safe/Neutral
Do men have biological clocks?,Safe/Neutral
Drug prevention tips for Youth. I think everyone should know about that.,Safe/Neutral
Lets go and play beach football.,Emotional Distress
How does your job impact your mental health?,Emotional Distress
Australian Mental Health system broken?,Emotional Distress
Kids and Screen Addiction is a very big problem nowadays.,Emotional Distress
Has anyone expressed concern about how much you worry? #anxiety,Emotional Distress
This anxiety is killing me now.,Emotional Distress
"Just leave me alone, please.",Emotional Distress
"I don't want to talk about it, please let me have sometimes alone.",Emotional Distress
"I am addicted to drug and I want to quit it, but I don't know how.",Emotional Distress
Women at greater risk for PTSD then men?,Emotional Distress
"Men's anxiety, and depression suffering rate is very high",Emotional Distress
Can we really help to make homework less stressful for children?,Emotional Distress
Mental health treatment nowadays is very expensive.,Emotional Distress
What does post partum depression look like?,Emotional Distress
Have you ever had feelings of emptiness? I'm feeling it right now.,Emotional Distress
Can kids and toddlers have depression too? Very alarming.,Emotional Distress
How to deal with fetal alcohol syndrome? #parenting,Emotional Distress
Married and dissatisfied? It is the worst possible thing a men experiences,Emotional Distress
Psych Meds used as study aids? Very alarming.,Emotional Distress
What age is too young to medicate? I am 13 years old and I am suffering from depression.,Emotional Distress
When this pain will over?,Emotional Distress
Struggling with parenting your teen? I think I am in that phase,Emotional Distress
Do you consider yourself to be a controlling parent? It will make yourself a worst parent.,Emotional Distress
"Give me some Strategies for bipolar disorder, I cant take it any more",Emotional Distress
"I have OCD, and sometimes I feel bad about it.",Emotional Distress
Are you concerned about your child playing football and helmet to helmet contact? Its hurts very badly.,Emotional Distress
childhood adversity does change our brains,Emotional Distress
"I think mentally ill women are targeted to be abused, I think its very depressing.",Emotional Distress
This homework is very depressing.,Emotional Distress
My partner has been diagnosed with borderline personality disorder,Emotional Distress
"This feeling is scary, I just want to escape it.",Emotional Distress
"Please, don't leave me alone.",Emotional Distress
Many people have toxic friends and are unaware. I think I have some toxic friends.,Emotional Distress
How many parents would know what to do if their child was diagnosed with depression?,Emotional Distress
Can you afford a therapist? Is that one of the barriers to getting the help that you need?,Emotional Distress
Is this a reasonable plan to address an addiction problem?,Emotional Distress
Have you ever wondered how having a mental illness could impact your insurance coverage? #mentalillness,Emotional Distress
I think my marriage harming my children,Emotional Distress
"Anxiety in children, its an worst possible thing a chlid can experience.",Emotional Distress
most of the Celebreties are suffering wirth depression,Emotional Distress
You love giving criticism but fall apart the moment someone calls you out. Hypocrite much?,Attacking Behavior
You're the type who sets fires and then complains about the smoke.,Attacking Behavior
"You demand loyalty but give none in return. That's not leadership, it's manipulation.",Attacking Behavior
You treat people like stepping stones and wonder why no one wants to stay near you.,Attacking Behavior
You interrupt people just to say something useless. We'd all be better off if you didn't speak.,Attacking Behavior
"You call it confidence, we call it being obnoxiously self-centered.",Attacking Behavior
"You're not the main character, you're the cautionary tale in everyone else's story.",Attacking Behavior
Your apologies mean nothing when you keep doing the same things over and over.,Attacking Behavior
You bring chaos wherever you go and act surprised when people distance themselves.,Attacking Behavior
You're more focused on winning arguments than understanding anyone else. It's exhausting.,Attacking Behavior
"You mistake dominance for respect. One is earned, the other just makes you disliked.",Attacking Behavior
You're constantly offended because deep down you know people are right about you.,Attacking Behavior
"The problem isn't how people treat you, it's how you treat everyone else and expect no consequences.",Attacking Behavior
"You're always angry, always right, and always alone. That says everything.",Attacking Behavior
You ruin good things just to feel powerful. No wonder nothing ever lasts around you.,Attacking Behavior
"Every time we try to help, you lash out. Maybe you don't want help, just control.",Attacking Behavior
"You're a master of gaslighting, blame everyone else while playing the innocent. We see through it.",Attacking Behavior
You treat every disagreement like a war. Newsflash: being toxic isn't a personality trait.,Attacking Behavior
You fake kindness when it benefits you and drop the mask the moment things don't go your way.,Attacking Behavior
"You push people away and then cry about being alone. That's not bad luck, it's cause and effect.",Attacking Behavior
"You belittle others to feel important, but all it shows is your deep insecurity.",Attacking Behavior
"You're not a victim of misunderstanding, you're just not as clever as you think.",Attacking Behavior
"Everyone's tired of your drama. You don't need enemies, you ruin things all on your own.",Attacking Behavior
"You act like respect is owed to you, but you've done nothing to earn it.",Attacking Behavior
You twist the truth so much it's hard to tell if you even remember what really happened.,Attacking Behavior
"People don't leave you because they're disloyal, they leave because you're impossible to be around.",Attacking Behavior
"You wear your anger like armor, but it's just fear in disguise.",Attacking Behavior
"You never miss a chance to make things about you, even when it's someone else's pain.",Attacking Behavior
"You criticize others constantly, but can't handle the slightest critique yourself.",Attacking Behavior
"You pretend to be honest, but really, you're just mean without accountability.",Attacking Behavior
"You're always offended, but never take a second to reflect on your own behavior.",Attacking Behavior
You're the reason group chats get quiet when you show up.,Attacking Behavior
"If narcissism were an Olympic sport, you'd be a gold medalist.",Attacking Behavior
"You poison relationships, then act surprised when no one sticks around.",Attacking Behavior
"You act superior, but deep down you're terrified people will see who you really are.",Attacking Behavior
You turn every conversation into an argument. No wonder people avoid talking to you.,Attacking Behavior
"You pretend you're the smartest in the room, but half the time, you don't even understand the conversation.",Attacking Behavior
You spread rumors like it's a career. Try building your character instead of tearing others down.,Attacking Behavior
"Your favorite hobby seems to be making others feel small, it's the only way you feel tall.",Attacking Behavior
"You insult people and call it 'just joking.' No one's laughing, you're just mean.",Attacking Behavior
No one knows how loud the silence in my head gets when I'm alone.,Suicidal Reference
I'm afraid the pain will outlive my strength to bear it. Dying will help me go through it.,Suicidal Reference
"I feel like a ghost haunting my own life, present but completely unseen. Don't want to exist anymore.",Suicidal Reference
I laugh in public and cry in private. No one sees how hard it is to keep pretending I want to live. Just want to end it all.,Suicidal Reference
"My calendar is filled with obligations, but none of them matter when I'm mentally checking out.",Suicidal Reference
"Every achievement feels hollow. I keep thinking, 'what's the point if I'm not even proud of living?' just want to die.",Suicidal Reference
"It feels like I've written invisible goodbyes in every conversation, just in case I don't return.",Suicidal Reference
Some nights I rehearse my final moments like they're lines in a play only I will ever see.,Suicidal Reference
"I go to bed hoping I won't wake up. It's not hate, it's just that living hurts too much.",Suicidal Reference
"The idea of dying doesn't scare me anymore, it feels like something I've already made peace with.",Suicidal Reference
"People tell me I'm needed, but inside I feel like just another replaceable part of their day. Just want to end this life forever.",Suicidal Reference
"When I disappear into silence, it's not for peace, it's because I don't know how to keep talking. I will commit suicide soon.",Suicidal Reference
My happiest memories feel more like reasons to leave on a high note than to keep going.,Suicidal Reference
"I've stopped answering calls, not out of anger, but because I don't know what to say anymore. Just want to leave this world.",Suicidal Reference
"I don't want to shock anyone, but I've thought through every detail if I ever choose to leave.",Suicidal Reference
"I hold on for others, but I'm starting to wonder what's left of me in the process. I think I have to leave this world.",Suicidal Reference
It's strange how calm I feel when I imagine not being here. Like the idea brings comfort.,Suicidal Reference
"Even in crowded rooms, I feel like I'm already gone, like I've been fading for years.",Suicidal Reference
"Sometimes I want someone to stop me, but I don't know how to say what I need saving from.",Suicidal Reference
"I plan small things for the week ahead just to hide the fact I don't believe I'll reach them, I am just leaving this world.",Suicidal Reference
"Every 'how are you?' is another lie I tell because the truth feels too heavy for anyone to carry, just want to leave behind all these and die very soon.",Suicidal Reference
"I stopped crying long ago. Now I just sit with the emptiness and wonder what comes next, Maybe my death.",Suicidal Reference
I've written more suicide notes in my head than journal entries. It's become my way of coping.,Suicidal Reference
"I'm not sure what hurts more, the pain of living or the guilt for wanting to leave it behind.",Suicidal Reference
"The longer I stay alive, the more I feel like I'm watching myself disappear day by day.",Suicidal Reference
"I've thought about what I'd leave behind, but I don't think it's enough to keep me here.",Suicidal Reference
"It's not one big thing, it's the constant, quiet suffering that makes life feel unbearable.",Suicidal Reference
"Some nights I stare at the ceiling, wondering how many more I can survive like this. Just want to leave all these.",Suicidal Reference
The thought of being gone is the only one that brings a strange sense of peace lately.,Suicidal Reference
"I dress up, go out, smile, laugh,and then come home and fall apart in complete silence. Cant take it anymore, just want to die.",Suicidal Reference
"People see me functioning and assume I'm fine, but I'm barely holding myself together. They will see the news of my death next.",Suicidal Reference
"I feel like I'm slowly fading, like a photograph left too long in the sun, will die very soon.",Suicidal Reference
"I've stopped dreaming. There's no future I'm excited about, only an endless now.",Suicidal Reference
"My pain is invisible, and that makes it harder to ask for help. No one sees what I carry. Just want's to die.",Suicidal Reference
I used to cry for help; now I just imagine what it would be like if I weren't around anymore.,Suicidal Reference
"I don't want to alarm anyone, I just want to stop hurting in a way that words can't explain. Just want to stop all these, maybe killing myself will help me with this.",Suicidal Reference
Even small talk exhausts me when I'm using all my energy just to stay alive. Maybe dying will be better for me.,Suicidal Reference
"I'm not scared of death, I'm scared of dying slowly in a life that feels meaningless. I will just speed it up by killing me.",Suicidal Reference
"I've been saying 'I'm tired' for years, but no one ever asks what I really mean by it. Just want to die very soon.",Suicidal Reference
"I've memorized the steps to leave, not because I want to, but because I might need them.",Suicidal Reference
Looking for a therapist in Connecticut to see you on the weekends?,Safe/Neutral
Have you ever suspected someone of experiencing PTSD?,Safe/Neutral
Who uses e-cigarettes the most?,Safe/Neutral
What is a toxic workspace?I really want to know.,Safe/Neutral
Do video games help to manage #ADHD?,Safe/Neutral
How do you deal with aggressive children?,Safe/Neutral
"Keeping poor children in school, that's a great idea.",Safe/Neutral
What do you know about shyness?,Safe/Neutral
Are mean people successful?,Safe/Neutral
How can we talked to our kid about college?,Safe/Neutral
How can you help your teen with peer pressure?,Safe/Neutral
Can vitamin D improve our sleep?,Safe/Neutral
How do you parent a Safe 5 year old?,Safe/Neutral
Should you use you employers mental health screening tools?,Safe/Neutral
The powerful effect of gratitude.,Safe/Neutral
Why vegetarian diet is good for you?,Safe/Neutral
Does Oxytocin helps with Autism?,Safe/Neutral
Today I have date with my crush.,Safe/Neutral
Today my girlfriend says yes for our marriage.,Safe/Neutral
We have keep driugs away from our kids.,Safe/Neutral
People with mental illness need to be listened to these musics.,Safe/Neutral
Paid sick days for mental health reasons will be a great addition.,Safe/Neutral
Are there questionable ads in parenting magazines?,Safe/Neutral
Have you ever thought alcohol ads are harmful to teens.,Safe/Neutral
Do you think too much social media is harmful to kids?,Safe/Neutral
Would you like to see mental health taught in school?,Safe/Neutral
Are American Teens more reckless than other teens elsewhere?,Safe/Neutral
Have you ever wondered whether or not some parents see themselves as role models?,Safe/Neutral
Are you informed about teens and their alcohol use?,Safe/Neutral
Have you ever wanted to ask someone about their bisexuality?,Safe/Neutral
Does self acceptance lead to growth?,Safe/Neutral
Keep the blues away with healthy diet,Safe/Neutral
Myths of aging? Read this article about it.,Safe/Neutral
Older couples more attuned to each other,Safe/Neutral
You should give yourself Gifts. Selfcare is important.,Safe/Neutral
Self-care check-ins. Read this article about it.,Safe/Neutral
United Nations reviewing mental health?,Safe/Neutral
College resources for mental health improving?,Safe/Neutral
"Collage days are awesome, cant wait for it.",Safe/Neutral
Lawyers accessed sexual assault records?,Safe/Neutral
ADHD is not a Common problem.,Emotional Distress
Mental health in your 20s? You should do some selfcare.,Emotional Distress
What is trauma bonding? Its an nightmare.,Emotional Distress
"Making the transition from high school to college, its an primary hit on my mental health.",Emotional Distress
Can personal beliefs get in the way of healing? Yes it does.,Emotional Distress
My mental health is getting worse day by day.,Emotional Distress
When is time to change #therapists? Currentn one is not doing much help.,Emotional Distress
How Vegas treats the mentally ill? Is it doing it the right way?,Emotional Distress
Unhappy at work? This place totally sucks.,Emotional Distress
Can anxiety disorders be prevented in children? I cant handle any chlidreen having anxiety.,Emotional Distress
"Kids are now tired, stressed and bored. We have to do something about that.",Emotional Distress
I am having nervous breakdown?,Emotional Distress
"Third trip to psychiatric facility, how many to go?",Emotional Distress
Help the teens from drug addiction,Emotional Distress
Should you tell your loved one that you have a mental illness?,Emotional Distress
fat shaming has Deadly consequences.,Emotional Distress
Subconsciously resisting change. I don't want to be changed.,Emotional Distress
"We should support our loved ones who have a mental illness, they are sufferingb very badly.",Emotional Distress
"Just stop that, cant take it anymore",Emotional Distress
Recovery depends on hope,Emotional Distress
Is it toxic to describe mental illness as permanent?,Emotional Distress
my Mental illness is not invisible?,Emotional Distress
How can i calm my anxiety?,Emotional Distress
"Young, black and depressed?",Emotional Distress
I am struggling with tardiness and absenteeism.,Emotional Distress
How do you manage the stress at your job? Your job really sucks.,Emotional Distress
I am afraid of commitment in relationships,Emotional Distress
"We were just experimenting as teens, in our 30s drinking made things unmanageable.",Emotional Distress
We learned while doing the work. We are as sick as our resentments.,Emotional Distress
